date;type;nom;victoire
2026-05-24;entraineur;N. RAIMBEAUX;0
2026-05-24;entraineur;PAVEL TAMSIN;0
2026-05-24;entraineur;V. SOYEZ;0
2026-05-24;entraineur;CH.J. BIGEON;0
2026-05-24;entraineur;A. GARANDEAU;0
2026-05-24;entraineur;Y. DESMET;0
2026-05-24;entraineur;TH. ROUSSEL;0
2026-05-24;entraineur;M. SASSIER;0
2026-05-24;entraineur;T. MARTENS;0
2026-05-24;entraineur;A. DE JESUS;0
2026-05-24;entraineur;TH. LAMARE;0
2026-05-24;entraineur;MME C. DE SOETE;0
2026-05-24;entraineur;DAVID LEFEVRE;0
2026-05-24;entraineur;S. ROGER;1
2026-05-24;entraineur;R. DE FEYTER;0
2026-05-24;entraineur;STÉ. ENT. CHARLES CRIADO;0
2026-05-24;entraineur;MLLE M. NORBERG;0
2026-05-24;entraineur;MME C. DE SOETE;0
2026-05-24;entraineur;J. DUBOIS;0
2026-05-24;entraineur;T. PARTAIX;0
2026-05-24;entraineur;A. LAURENT;0
2026-05-24;entraineur;STÉ. ENT. JONATHAN VANMEERBECK;0
2026-05-24;entraineur;E. SZIRMAY;1
2026-05-24;entraineur;B. BOURGOIN;0
2026-05-24;entraineur;P. VAN ACHTER;0
2026-05-24;entraineur;MME C. DE SOETE;0
2026-05-24;entraineur;S. ROGER;0
2026-05-24;entraineur;L. CANNAERT;0
2026-05-24;entraineur;N. D'HAENENS;0
2026-05-24;entraineur;P. GODEY;0
2026-05-24;entraineur;J. KOUBICHE;0
2026-05-24;entraineur;J.L. DERSOIR;0
2026-05-24;entraineur;M. SASSIER;0
2026-05-24;entraineur;J.G. VAN EECKHAUTE;0
2026-05-24;entraineur;STÉ. ENT. JONATHAN VANMEERBECK;1
2026-05-24;entraineur;L. ROELENS;0
2026-05-24;entraineur;S. ROGER;0
2026-05-24;entraineur;E. SZIRMAY;0
2026-05-24;entraineur;VITALE CIOTOLA;0
2026-05-24;entraineur;E. DEVENNE;0
2026-05-24;entraineur;I. DIERICKX;0
2026-05-24;entraineur;G. SUCAET;0
2026-05-24;entraineur;V. SOYEZ;0
2026-05-24;entraineur;L. CANNAERT;0
2026-05-24;entraineur;L. CHARBONNEL;0
2026-05-24;entraineur;Y. DESMET;0
2026-05-24;entraineur;MLLE M. NORBERG;1
2026-05-24;entraineur;B. BOURGOIN;0
2026-05-24;entraineur;P. GODEY;0
2026-05-24;entraineur;S. ECALARD;0
2026-05-24;entraineur;G. TOURON;0
2026-05-24;entraineur;J. HUGUET;0
2026-05-24;entraineur;J. GUELPA;0
2026-05-24;entraineur;P. REPICHET;0
2026-05-24;entraineur;J. HUGUET;1
2026-05-24;entraineur;S. CINGLAND;0
2026-05-24;entraineur;K. THONNERIEUX;0
2026-05-24;entraineur;JULIEN CHAUVIN;0
2026-05-24;entraineur;ED. COUBARD-MEUNIER;0
2026-05-24;entraineur;G. CAPORGNO;0
2026-05-24;entraineur;STÉ. ENT. THÉO BRIAND;0
2026-05-24;entraineur;J.M. ROUBAUD;0
2026-05-24;entraineur;J.R. DELLIAUX;0
2026-05-24;entraineur;R. MOURLON;0
2026-05-24;entraineur;L. LAMAZIERE;0
2026-05-24;entraineur;J.M. ROUBAUD;0
2026-05-24;entraineur;B. SABOURDY;0
2026-05-24;entraineur;F. CLOZIER;0
2026-05-24;entraineur;B. SABOURDY;0
2026-05-24;entraineur;Y. HENRY;0
2026-05-24;entraineur;Y. LACOMBE;0
2026-05-24;entraineur;B. OLICARD;0
2026-05-24;entraineur;F. TERRY;0
2026-05-24;entraineur;G. RIVIERE;1
2026-05-24;entraineur;M. DAOUGABEL;0
2026-05-24;entraineur;C. GAZENGEL;0
2026-05-24;entraineur;MME B. RUIZ;0
2026-05-24;entraineur;S. LALOUM;0
2026-05-24;entraineur;M. CRIADO;0
2026-05-24;entraineur;Y. HENRY;0
2026-05-24;entraineur;CHARLES BOUVIER;0
2026-05-24;entraineur;P. CALLIER;0
2026-05-24;entraineur;THIERRY COLLAUD;0
2026-05-24;entraineur;D. MARASCO;0
2026-05-24;entraineur;MICKAEL CORMY;0
2026-05-24;entraineur;BASTIEN CLAIRET;0
2026-05-24;entraineur;B. CURY;0
2026-05-24;entraineur;O. MERLE;0
2026-05-24;entraineur;MARTIAL GAUVIN;0
2026-05-24;entraineur;THIERRY COLLAUD;1
2026-05-24;entraineur;L. BROUST;0
2026-05-24;entraineur;D. MARASCO;0
2026-05-25;entraineur;A. DE VAUGIRAUD;0
2026-05-25;entraineur;G. CELIS;0
2026-05-25;entraineur;H. MARIE;0
2026-05-25;entraineur;J. BORDAS;0
2026-05-25;entraineur;P.Y. VERVA;0
2026-05-25;entraineur;L. VERVA;0
2026-05-25;entraineur;M. SASSIER;0
2026-05-25;entraineur;J.F. SENET;1
2026-05-25;entraineur;G. CURENS;0
2026-05-25;entraineur;A. MENEGHETTI;0
2026-05-25;entraineur;CH. CLIN;0
2026-05-25;entraineur;F. DUCROCQ;0
2026-05-25;entraineur;J.M. CHAINEUX;1
2026-05-25;entraineur;S. GUARATO;0
2026-05-25;entraineur;G. SUCAET;0
2026-05-25;entraineur;M. SASSIER;0
2026-05-25;entraineur;A. DE VAUGIRAUD;0
2026-05-25;entraineur;MLLE C. LECLERCQ;0
2026-05-25;entraineur;M. DUPUIS;0
2026-05-25;entraineur;VITALE CIOTOLA;0
2026-05-25;entraineur;ANTHONIN FAVRIS;0
2026-05-25;entraineur;ANTHONIN FAVRIS;0
2026-05-25;entraineur;MARIO VAN DOOYEWEERD;1
2026-05-25;entraineur;P.Y. VERVA;0
2026-05-25;entraineur;D. BONNE;0
2026-05-25;entraineur;A. RIPOLL RIGO;0
2026-05-25;entraineur;G. LAUREYS;0
2026-05-25;entraineur;J.F. SENET;0
2026-05-25;entraineur;RAFFAELE CEPPARULO;0
2026-05-25;entraineur;FRANCIS GELDHOF;0
2026-05-25;entraineur;A. DE VAUGIRAUD;0
2026-05-25;entraineur;G. LOIX;0
2026-05-25;entraineur;M. SASSIER;1
2026-05-25;entraineur;M. SASSIER;0
2026-05-25;entraineur;T. PARTAIX;0
2026-05-25;entraineur;ST. PROVOOST;0
2026-05-25;entraineur;CH. NICOLE;0
2026-05-25;entraineur;P.Y. VERVA;0
2026-05-25;entraineur;F. SENET;0
2026-05-25;entraineur;CH. NICOLE;0
2026-05-25;entraineur;MME C. DE SOETE;0
2026-05-25;entraineur;A. PEREIRA;0
2026-05-25;entraineur;J.M. CHAINEUX;0
2026-05-25;entraineur;S. ECALARD;0
2026-05-25;entraineur;M. SASSIER;1
2026-05-25;entraineur;TH. ROUSSEL;0
2026-05-25;entraineur;ANTHONIN FAVRIS;0
2026-05-25;entraineur;F. DUCROCQ;0
2026-05-25;entraineur;ST. PROVOOST;0
2026-05-25;entraineur;ANTHONIN FAVRIS;0
2026-05-25;entraineur;J.R. DELLIAUX;1
2026-05-25;entraineur;P.L. DESAUNETTE;0
2026-05-25;entraineur;L. VERVA;0
2026-05-25;entraineur;P.L. DESAUNETTE;0
2026-05-25;entraineur;F. GHEKIERE;0
2026-05-25;entraineur;MARIO VAN DOOYEWEERD;0
2026-05-25;entraineur;CH. HESLOUIN;0
2026-05-25;entraineur;MME G. MASSCHAELE;0
2026-05-25;entraineur;ST. PROVOOST;0
2026-05-25;entraineur;D. BROHIER;0
2026-05-25;entraineur;D. BONNE;0
2026-05-25;entraineur;RAFFAELE CEPPARULO;0
2026-05-25;entraineur;H. MARIE;0
2026-05-25;entraineur;MLLE C. LECLERCQ;0
2026-05-25;entraineur;J.M. BREHARD;0
2026-05-25;entraineur;J.E. DAVID;0
2026-05-25;entraineur;J.L.CL. DERSOIR;1
2026-05-25;entraineur;ST. PROVOOST;0
2026-05-25;entraineur;F. DUCROCQ;0
2026-05-25;entraineur;PAVEL TAMSIN;0
2026-05-25;entraineur;MLLE D. ARAMINI;0
2026-05-25;entraineur;L. CANNAERT;0
2026-05-25;entraineur;MME C. DE SOETE;0
2026-05-25;entraineur;MLLE C. LECLERCQ;0
2026-05-25;entraineur;ST. PROVOOST;0
2026-05-25;entraineur;P. DESPREZ;0
2026-05-25;entraineur;G. CURENS;0
2026-05-25;entraineur;F. GIARD;0
2026-05-25;entraineur;CH. HESLOUIN;0
2026-05-25;entraineur;V. COLIGNY;0
2026-05-25;entraineur;J. BORDAS;0
2026-05-25;entraineur;MLLE A.M. SOUDAIN;0
2026-05-25;entraineur;M. SASSIER;0
2026-05-25;entraineur;M. SASSIER;1
2026-05-25;entraineur;Y. DESMET;0
2026-05-25;entraineur;D. CINIER;1
2026-05-25;entraineur;K. BUSNEL;0
2026-05-25;entraineur;Y. LAVIGNE;0
2026-05-25;entraineur;G. BEAUFILS;0
2026-05-25;entraineur;G. TOURON;0
2026-05-25;entraineur;O. MERLE;0
2026-05-25;entraineur;G. RAFFESTIN;0
2026-05-25;entraineur;G. TOURON;0
2026-05-25;entraineur;G. BEAUFILS;0
2026-05-25;entraineur;K. BUSNEL;0
2026-05-25;entraineur;F. TABOURIER;0
2026-05-25;entraineur;P. GODEY;0
2026-05-25;entraineur;P. GODEY;0
2026-05-25;entraineur;M. DUPUIS;0
2026-05-25;entraineur;MME EMELINE DESMIGNEUX;0
2026-05-25;entraineur;J.M. BAUDOUIN;0
2026-05-25;entraineur;A. DE JESUS;0
2026-05-25;entraineur;L.CL. ABRIVARD;0
2026-05-25;entraineur;TH. DUVALDESTIN;1
2026-05-25;entraineur;S. GUARATO;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-25;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-25;entraineur;A. PACARY;0
2026-05-25;entraineur;L.CL. ABRIVARD;0
2026-05-25;entraineur;M. MONACO;0
2026-05-25;entraineur;J. GRUMETZ;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;P. CORNIERE;0
2026-05-25;entraineur;CH.A. MALLET;0
2026-05-25;entraineur;J.F. POPOT;0
2026-05-25;entraineur;A. DE JESUS;1
2026-05-25;entraineur;H. LECOQ;0
2026-05-25;entraineur;Y. DREUX;0
2026-05-25;entraineur;A. CHAVATTE;0
2026-05-25;entraineur;J.F. VALLETTE;0
2026-05-25;entraineur;S. OBLIN;0
2026-05-25;entraineur;MLLE AUDE LEMOINE;0
2026-05-25;entraineur;CL. THOMAIN;0
2026-05-25;entraineur;G.M. BERNIER;0
2026-05-25;entraineur;L. BAUDRON;0
2026-05-25;entraineur;MME A. GERMAIN;0
2026-05-25;entraineur;J.M. GUILLOTTE;0
2026-05-25;entraineur;J.M. GUILLOTTE;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;S.G. DUPONT;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;CL. THOMAIN;0
2026-05-25;entraineur;P. ROULLEAU;0
2026-05-25;entraineur;MME EMELINE DESMIGNEUX;0
2026-05-25;entraineur;CH.A. MALLET;1
2026-05-25;entraineur;B. CARPENTIER;0
2026-05-25;entraineur;MME K. BOSSUYT;0
2026-05-25;entraineur;D. DUPRE;0
2026-05-25;entraineur;MLLE ST. LEPETIT;0
2026-05-25;entraineur;F. HEON;0
2026-05-25;entraineur;A. CHAVATTE;0
2026-05-25;entraineur;CH. HENRY;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;B. LE BELLER;0
2026-05-25;entraineur;MME V. MOQUET;0
2026-05-25;entraineur;W. MICHEL;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;E. LELIEVRE;1
2026-05-25;entraineur;CL. THOMAIN;0
2026-05-25;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-25;entraineur;M. VARIN;0
2026-05-25;entraineur;MLLE V.M. GOETZ;0
2026-05-25;entraineur;P.L. DESAUNETTE;0
2026-05-25;entraineur;B. FONTAINE;0
2026-05-25;entraineur;S. ERNAULT;0
2026-05-25;entraineur;S. HARDY;0
2026-05-25;entraineur;MME EMELINE DESMIGNEUX;0
2026-05-25;entraineur;K. LEBLANC;1
2026-05-25;entraineur;A.G. MAILLARD;0
2026-05-25;entraineur;B. GOGLIN;0
2026-05-25;entraineur;BASTIEN JOSEPH;0
2026-05-25;entraineur;CL.Y. FOUGERES;0
2026-05-25;entraineur;M. BEZIER;0
2026-05-25;entraineur;TH. DUVALDESTIN;0
2026-05-25;entraineur;ANTHONY PERRIN;0
2026-05-25;entraineur;G. GILLES;0
2026-05-25;entraineur;MME G. GARRAUD;0
2026-05-25;entraineur;P. BILLON;0
2026-05-25;entraineur;D. DUTHEIL;0
2026-05-25;entraineur;P. HORNOY;0
2026-05-25;entraineur;CL. THOMAIN;0
2026-05-25;entraineur;MLLE V.M. GOETZ;0
2026-05-25;entraineur;J.M. GUILLOTTE;0
2026-05-25;entraineur;MME M. TRIHOLLET;1
2026-05-25;entraineur;R. KERGUERIS;0
2026-05-25;entraineur;MLLE CL. BEILEARD;0
2026-05-25;entraineur;F. ANDRIEU;0
2026-05-25;entraineur;W. MICHEL;0
2026-05-25;entraineur;M. BOUGAULT;0
2026-05-26;entraineur;M. SASSIER;0
2026-05-26;entraineur;CH. MOTTIER;0
2026-05-26;entraineur;W. BIGEON;0
2026-05-26;entraineur;B. MICHARDIERE;0
2026-05-26;entraineur;THÉO CHERADAME;0
2026-05-26;entraineur;B. ROBIN;0
2026-05-26;entraineur;TH. DUVALDESTIN;0
2026-05-26;entraineur;S. ROUSSELLE;0
2026-05-26;entraineur;A. MARION;0
2026-05-26;entraineur;N. BAZIRE;0
2026-05-26;entraineur;MME S. RAIMOND;0
2026-05-26;entraineur;B. BOURGOIN;0
2026-05-26;entraineur;S. GUARATO;1
2026-05-26;entraineur;PH. ALLAIRE;0
2026-05-26;entraineur;N. BRIDAULT;0
2026-05-26;entraineur;CH. DREUX;0
2026-05-26;entraineur;PIERRICK LE MOEL;0
2026-05-26;entraineur;J. BLAVETTE;1
2026-05-26;entraineur;G. SUCAET;0
2026-05-26;entraineur;B. MARIE;0
2026-05-26;entraineur;S. HARDY;0
2026-05-26;entraineur;J. CORBANIE;0
2026-05-26;entraineur;TH. DUVALDESTIN;0
2026-05-26;entraineur;F. NIVARD;0
2026-05-26;entraineur;A. DE JESUS;0
2026-05-26;entraineur;V. VIEL;0
2026-05-26;entraineur;F. NIVARD;0
2026-05-26;entraineur;M. ABRIVARD;0
2026-05-26;entraineur;TH. DUVALDESTIN;0
2026-05-26;entraineur;A. DE JESUS;0
2026-05-26;entraineur;J. KOUBICHE;0
2026-05-26;entraineur;L. BAUDRON;0
2026-05-26;entraineur;S. ROGER;0
2026-05-26;entraineur;PH. ALLAIRE;1
2026-05-26;entraineur;J.PH. MONCLIN;0
2026-05-26;entraineur;M. MOTTIER;0
2026-05-26;entraineur;M. SASSIER;0
2026-05-26;entraineur;TH. DUVALDESTIN;0
2026-05-26;entraineur;M. MOTTIER;0
2026-05-26;entraineur;P. CASTEL;0
2026-05-26;entraineur;P. HACHIN;1
2026-05-26;entraineur;A. LEDUC;0
2026-05-26;entraineur;J.L. DERSOIR;0
2026-05-26;entraineur;ARNAUD DESMOTTES;0
2026-05-26;entraineur;V. VIEL;0
2026-05-26;entraineur;PIERRICK LE MOEL;0
2026-05-26;entraineur;R. JAJOLET;0
2026-05-26;entraineur;F.P. BOSSUET;0
2026-05-26;entraineur;NICOLAS RICHARD BROSSARD;0
2026-05-26;entraineur;MLLE M. LE BOURHIS;0
2026-05-26;entraineur;CH. CLIN;0
2026-05-26;entraineur;JOEL HALLAIS;0
2026-05-26;entraineur;LEO ABRIVARD;0
2026-05-26;entraineur;CH. CUILLER;0
2026-05-26;entraineur;CH. CUILLER;0
2026-05-26;entraineur;S. HARDY;0
2026-05-26;entraineur;B. ROUER;0
2026-05-26;entraineur;G. GILLOT;0
2026-05-26;entraineur;CH. MOTTIER;0
2026-05-26;entraineur;ANTHONIN FAVRIS;0
2026-05-26;entraineur;A. DUPERCHE;0
2026-05-26;entraineur;B. MARIE;0
2026-05-26;entraineur;A. PEREIRA;0
2026-05-26;entraineur;B. MARIE;0
2026-05-26;entraineur;P. DESSARTRE;0
2026-05-26;entraineur;ARNAUD DESMOTTES;0
2026-05-26;entraineur;F. TERRY;0
2026-05-26;entraineur;J. BRUNEAU;0
2026-05-26;entraineur;STÉ. ENT. ANTHONY TINTILLIER;0
2026-05-26;entraineur;PIERRICK LE MOEL;0
2026-05-26;entraineur;A. DUPERCHE;1
2026-05-27;entraineur;F. TERRY;0
2026-05-27;entraineur;S. ROGER;0
2026-05-27;entraineur;TH. LEVESQUE;0
2026-05-27;entraineur;E. LETOUZE;0
2026-05-27;entraineur;F. BLANDIN;0
2026-05-27;entraineur;N. RAIMBEAUX;1
2026-05-27;entraineur;ST. PROVOOST;0
2026-05-27;entraineur;F. BLANDIN;0
2026-05-27;entraineur;A. PLARD;0
2026-05-27;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-27;entraineur;F. BLANDIN;0
2026-05-27;entraineur;V. LEBARQUE;0
2026-05-27;entraineur;E. POUPARD;0
2026-05-27;entraineur;A. DE JESUS;0
2026-05-27;entraineur;M. MOTTIER;0
2026-05-27;entraineur;CL. THOMAIN;0
2026-05-27;entraineur;K. LEBLANC;0
2026-05-27;entraineur;F. BLANDIN;0
2026-05-27;entraineur;MLLE I. KLAPPE;0
2026-05-27;entraineur;A. DE JESUS;0
2026-05-27;entraineur;CL. THOMAIN;1
2026-05-27;entraineur;V. SEGUIN;0
2026-05-27;entraineur;A. DE JESUS;0
2026-05-27;entraineur;F. HAREL;0
2026-05-27;entraineur;A. BUISSON;0
2026-05-27;entraineur;F. BLANDIN;0
2026-05-27;entraineur;L.M. DAVID;0
2026-05-27;entraineur;MME CL. DESMONTILS;0
2026-05-27;entraineur;J.F. POPOT;0
2026-05-27;entraineur;A. HUREAU;0
2026-05-27;entraineur;B. LEFEVRE;0
2026-05-27;entraineur;F. LINDREC;0
2026-05-27;entraineur;F. JOSEPH;1
2026-05-27;entraineur;JEROME DAVID;0
2026-05-27;entraineur;A. HUBERT;0
2026-05-27;entraineur;JEROME DAVID;0
2026-05-27;entraineur;P.L. DESAUNETTE;0
2026-05-27;entraineur;V. RENAULT;0
2026-05-27;entraineur;A.G. MAILLARD;0
2026-05-27;entraineur;C. LEBOURGEOIS;0
2026-05-27;entraineur;A. LELODET;0
2026-05-27;entraineur;ST. PROVOOST;0
2026-05-27;entraineur;M. SASSIER;0
2026-05-27;entraineur;MME S. RAIMOND;0
2026-05-27;entraineur;B. MARIE;0
2026-05-27;entraineur;ST. PROVOOST;0
2026-05-27;entraineur;V. RENAULT;0
2026-05-27;entraineur;V. LEBARQUE;0
2026-05-27;entraineur;MLLE CH. DELAMARE;0
2026-05-27;entraineur;F. NIVARD;0
2026-05-27;entraineur;A. HUBERT;0
2026-05-27;entraineur;F. LAGADEUC;0
2026-05-27;entraineur;CL. THOMAIN;1
2026-05-27;entraineur;F. NIVARD;0
2026-05-27;entraineur;J.M. ROUBAUD;0
2026-05-27;entraineur;J. UROZ;0
2026-05-27;entraineur;PIERRICK LE MOEL;0
2026-05-27;entraineur;J.M. ROUBAUD;0
2026-05-27;entraineur;K. BUSNEL;0
2026-05-27;entraineur;J.M. ROUBAUD;1
2026-05-27;entraineur;J.F. VAN DOOYEWEERD;0
2026-05-27;entraineur;D. ALEXANDRE;0
2026-05-27;entraineur;L. FRESNEAU;0
2026-05-27;entraineur;H. CHAUVE-LAFFAY;0
2026-05-27;entraineur;JULIEN CHAUVIN;0
2026-05-27;entraineur;E. GOUT;0
2026-05-27;entraineur;J.R. DELLIAUX;0
2026-05-27;entraineur;MICKAEL CORMY;0
2026-05-27;entraineur;N. MORTAGNE;0
2026-05-27;entraineur;P. VERCRUYSSE;0
2026-05-27;entraineur;TH. BONNARDEL;0
2026-05-27;entraineur;J. FOIN;1
2026-05-27;entraineur;JULIEN CHAUVIN;0
2026-05-27;entraineur;J.R. DELLIAUX;0
2026-05-27;entraineur;STÉ. ENT. CHRISTOPHE MARTENS;0
2026-05-27;entraineur;PIERRICK LE MOEL;0
2026-05-27;entraineur;J.M. ROUBAUD;1
2026-05-27;entraineur;MICKAEL CORMY;0
2026-05-27;entraineur;P. VERCRUYSSE;0
2026-05-27;entraineur;D. BEKAERT;0
2026-05-27;entraineur;K. BUSNEL;0
2026-05-27;entraineur;D. ALEXANDRE;0
2026-05-27;entraineur;J.M. ROUBAUD;0
2026-05-27;entraineur;B. GOETZ;1
2026-05-27;entraineur;I.P. BLANCHON;0
2026-05-27;entraineur;E. OHANESSIAN;0
2026-05-27;entraineur;K. BUSNEL;0
2026-05-27;entraineur;J.M. ROUBAUD;0
2026-05-27;entraineur;Y. HAGEGE;0
2026-05-27;entraineur;K. BUSNEL;0
2026-05-27;entraineur;S. BANTZE;0
2026-05-27;entraineur;SEBASTIEN TRIBOURDEAU;1
2026-05-27;entraineur;R. MOURICE;0
2026-05-27;entraineur;E. OHANESSIAN;0
2026-05-27;entraineur;D. ALEXANDRE;0
2026-05-27;entraineur;STÉ. ENT. CHRISTOPHE MARTENS;0
2026-05-27;entraineur;K. BUSNEL;0
2026-05-27;entraineur;J.F. VAN DOOYEWEERD;0
2026-05-27;entraineur;CL. MATHE;0
2026-05-27;entraineur;D. ALEXANDRE;0
2026-05-27;entraineur;TH. BONNARDEL;0
2026-05-27;entraineur;E. GOUT;0
2026-05-27;entraineur;P. LELIEVRE;1
2026-05-27;entraineur;MICKAEL CORMY;0
2026-05-27;entraineur;TH. BONNARDEL;0
2026-05-27;entraineur;J.M. ROUBAUD;0
2026-05-27;entraineur;TH. LEMOINE;0
2026-05-27;entraineur;MICKAEL CORMY;0
2026-05-27;entraineur;J.M. ROUBAUD;0
2026-05-27;entraineur;L. FRESNEAU;1
2026-05-27;entraineur;P. REPICHET;0
2026-05-27;entraineur;S. CINGLAND;0
2026-05-27;entraineur;D. ALEXANDRE;0
2026-05-27;entraineur;J. UROZ;0
2026-05-28;entraineur;GUILLAUME JOUVE;0
2026-05-28;entraineur;B. CONSTANTIN;0
2026-05-28;entraineur;MME A.F. DONATI MARCILLAC;0
2026-05-28;entraineur;CH. PETREMENT;0
2026-05-28;entraineur;P.L. ROUSSEAU;0
2026-05-28;entraineur;W. BIGEON;0
2026-05-28;entraineur;A. HUBERT;0
2026-05-28;entraineur;K. LEBLANC;0
2026-05-28;entraineur;B. ANGOT;0
2026-05-28;entraineur;CH. DREUX;0
2026-05-28;entraineur;C. MEGISSIER;0
2026-05-28;entraineur;TH. DUVALDESTIN;1
2026-05-28;entraineur;L. BAUDOUIN;0
2026-05-28;entraineur;E.G. BLOT;0
2026-05-28;entraineur;A. DABOUIS;0
2026-05-28;entraineur;CH. JOUENNE;0
2026-05-28;entraineur;M. PANTIC;0
2026-05-28;entraineur;P. BELLOCHE;0
2026-05-28;entraineur;P. MONTHULE;0
2026-05-28;entraineur;CH. BIGEON;0
2026-05-28;entraineur;J. DUBOIS;0
2026-05-28;entraineur;F.P. BOSSUET;0
2026-05-28;entraineur;ARNAUD DESMOTTES;0
2026-05-28;entraineur;J.PH. MONCLIN;1
2026-05-28;entraineur;J.PH. MONCLIN;0
2026-05-28;entraineur;L. BARASSIN;0
2026-05-28;entraineur;LEO ABRIVARD;0
2026-05-28;entraineur;ANTOINE LHERETE;1
2026-05-28;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-28;entraineur;M. SASSIER;0
2026-05-28;entraineur;ANTHONIN FAVRIS;0
2026-05-28;entraineur;N. BAZIRE;0
2026-05-28;entraineur;Y. DREUX;0
2026-05-28;entraineur;F. NIVARD;0
2026-05-28;entraineur;P.EDOUARD MARY;0
2026-05-28;entraineur;R. GOUGEON;0
2026-05-28;entraineur;SEBASTIEN TRIBOURDEAU;0
2026-05-28;entraineur;J. BESCHER;0
2026-05-28;entraineur;P. BELLOCHE;0
2026-05-28;entraineur;THÉO RADOUX;1
2026-05-28;entraineur;S. HOUYVET;0
2026-05-28;entraineur;B. MARIE;0
2026-05-28;entraineur;ANTHONY DOLLION;0
2026-05-28;entraineur;M. GILARD;0
2026-05-28;entraineur;J.F. POPOT;0
2026-05-28;entraineur;B. LE BELLER;0
2026-05-28;entraineur;L.CL. ABRIVARD;0
2026-05-28;entraineur;CH. PETREMENT;0
2026-05-28;entraineur;G. LESSIEU;0
2026-05-28;entraineur;A. CHAVATTE;1
2026-05-28;entraineur;ARNAUD MORIN;0
2026-05-28;entraineur;M. SASSIER;0
2026-05-28;entraineur;TH. DUVALDESTIN;0
2026-05-28;entraineur;M. SASSIER;0
2026-05-28;entraineur;A. PILLON;0
2026-05-28;entraineur;ST. PROVOOST;0
2026-05-28;entraineur;THÉO RADOUX;0
2026-05-28;entraineur;M. LECOURT;0
2026-05-28;entraineur;ST. PROVOOST;0
2026-05-28;entraineur;J.PH. GUIBOUT;0
2026-05-28;entraineur;Y. DREUX;0
2026-05-28;entraineur;B. ANGOT;0
2026-05-28;entraineur;LOIC GROUSSARD;0
2026-05-28;entraineur;CH. BIGEON;0
2026-05-28;entraineur;ST. PROVOOST;0
2026-05-28;entraineur;ANTHONIN FAVRIS;0
2026-05-28;entraineur;D. CHERBONNEL;0
2026-05-28;entraineur;J.PH. RAFFEGEAU;0
2026-05-28;entraineur;Y. DREUX;1
2026-05-28;entraineur;G. LESSIEU;0
2026-05-28;entraineur;THOMAS LEBREC;0
2026-05-28;entraineur;LEO ABRIVARD;0
2026-05-28;entraineur;CH.J. BIGEON;0
2026-05-28;entraineur;GUILLAUME JOUVE;1
2026-05-28;entraineur;G. BEAUFILS;0
2026-05-28;entraineur;M. ABRIVARD;0
2026-05-28;entraineur;A. MARION;0
2026-05-28;entraineur;J.ET. LE BEC;0
2026-05-28;entraineur;G. FOURNIGAULT;0
2026-05-28;entraineur;L. LERENARD;0
2026-05-28;entraineur;L. CHARBONNEL;0
2026-05-28;entraineur;L. DURANTET;1
2026-05-28;entraineur;PH. SEILER;0
2026-05-28;entraineur;M. GOVIGNON;0
2026-05-28;entraineur;P. JANNIER;0
2026-05-28;entraineur;L. BROUST;0
2026-05-28;entraineur;V. DORISON;0
2026-05-28;entraineur;R. GUESTHON;0
2026-05-28;entraineur;H. NEUVILLE;0
2026-05-28;entraineur;LIONEL GIRAUD;0
2026-05-28;entraineur;S. JAMARD;0
2026-05-28;entraineur;MARTIAL GAUVIN;0
2026-05-28;entraineur;MLLE J. TRIOMPHE;0
2026-05-28;entraineur;L. LERENARD;0
2026-05-28;entraineur;P. JANNIER;0
2026-05-28;entraineur;L. LERENARD;0
2026-05-28;entraineur;D. DODIN;0
2026-05-28;entraineur;CH. DREUX;1
2026-05-28;entraineur;P. PELLEROT;0
2026-05-28;entraineur;PH. GAILLARD;0
2026-05-28;entraineur;R. DEBUE;0
2026-05-28;entraineur;JORIS FILOGRASSO;0
2026-05-28;entraineur;L. LERENARD;0
2026-05-28;entraineur;D. CRESPEL;0
2026-05-28;entraineur;MARTIAL GAUVIN;0
2026-05-28;entraineur;STÉ. ENT. ANTHONY TINTILLIER;0
2026-05-28;entraineur;A.P. GIRAUD;0
2026-05-28;entraineur;Y. LAVIGNE;0
2026-05-28;entraineur;MME F. BLOT-CARIOT;0
2026-05-28;entraineur;L. LERENARD;0
2026-05-28;entraineur;L. GARCIA;0
2026-05-28;entraineur;J.F. SENET;1
2026-05-28;entraineur;A. CHAVATTE;0
2026-05-28;entraineur;ADRIEN ERNAULT;0
2026-05-28;entraineur;A. MARION;0
2026-05-28;entraineur;J.PH. DUCHER;0
2026-05-28;entraineur;L. LAUDREN;0
2026-05-28;entraineur;Y. LAVIGNE;0
