date;type;nom;victoire
2026-05-15;entraineur;H.E. BONDO;0
2026-05-15;entraineur;J. ROBERT;0
2026-05-15;entraineur;TH. DUVALDESTIN;0
2026-05-15;entraineur;M. BEZIER;0
2026-05-15;entraineur;STÉ. ENT. JONATHAN VANMEERBECK;0
2026-05-15;entraineur;J.M. CHAINEUX;0
2026-05-15;entraineur;N. BAZIRE;1
2026-05-15;entraineur;L.CL. ABRIVARD;0
2026-05-15;entraineur;D.P. TESSELAAR;0
2026-05-15;entraineur;H.E. BONDO;0
2026-05-15;entraineur;M. MOTTIER;0
2026-05-15;entraineur;L. CHARBONNEL;0
2026-05-15;entraineur;T. LE BELLER;0
2026-05-15;entraineur;A. REVEILLON;0
2026-05-15;entraineur;J. WESTHOLM;1
2026-05-15;entraineur;SALVATORE MINOPOLI;0
2026-05-15;entraineur;C. GAZENGEL;0
2026-05-15;entraineur;L. CHARBONNEL;0
2026-05-15;entraineur;M. ROTHENGATTER;0
2026-05-15;entraineur;H.E. BONDO;0
2026-05-15;entraineur;E. BOT;0
2026-05-15;entraineur;D. BROUWER;0
2026-05-15;entraineur;M. CASTALDO;0
2026-05-15;entraineur;H.E. BONDO;0
2026-05-15;entraineur;P. PELLEROT;0
2026-05-15;entraineur;MLLE V.M. GOETZ;0
2026-05-15;entraineur;J. DAHLMAN;0
2026-05-15;entraineur;C. CHENU;0
2026-05-15;entraineur;MME MARIA TORNQVIST;0
2026-05-15;entraineur;M. VARIN;0
2026-05-15;entraineur;D. BROUWER;0
2026-05-15;entraineur;H.E. BONDO;0
2026-05-15;entraineur;J. WESTHOLM;0
2026-05-15;entraineur;D. LOCQUENEUX;1
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;B. MICHARDIERE;0
2026-05-15;entraineur;NILS PACHA;0
2026-05-15;entraineur;MME CL. DESMONTILS;0
2026-05-15;entraineur;MARKUS B SVEDBERG;0
2026-05-15;entraineur;N. RAIMBEAUX;0
2026-05-15;entraineur;TH. BORDERIE;0
2026-05-15;entraineur;T. LE BELLER;1
2026-05-15;entraineur;PH. ALLAIRE;0
2026-05-15;entraineur;J.PH. DUBOIS;0
2026-05-15;entraineur;G.A. POU POU;0
2026-05-15;entraineur;P. PLOQUIN;0
2026-05-15;entraineur;M. MOTTIER;0
2026-05-15;entraineur;S. GUARATO;0
2026-05-15;entraineur;PH. DAUGEARD;0
2026-05-15;entraineur;H. CHAUVE-LAFFAY;0
2026-05-15;entraineur;STÉ. ENT. ETIENNE DUBOIS;0
2026-05-15;entraineur;PH. ALLAIRE;0
2026-05-15;entraineur;STÉ. ENT. R. ET D. HUE;0
2026-05-15;entraineur;LEO ABRIVARD;0
2026-05-15;entraineur;J. LE MER;0
2026-05-15;entraineur;CH. CHALON;0
2026-05-15;entraineur;N. BRIDAULT;0
2026-05-15;entraineur;N. RAIMBEAUX;0
2026-05-15;entraineur;A.G. MAILLARD;0
2026-05-15;entraineur;V. LEBARQUE;0
2026-05-15;entraineur;J.PH. DUBOIS;0
2026-05-15;entraineur;G. MARIN;0
2026-05-15;entraineur;A. CHAVATTE;1
2026-05-15;entraineur;R. KUIPER;0
2026-05-15;entraineur;A. PACARY;1
2026-05-15;entraineur;CH. CLIN;0
2026-05-15;entraineur;L. VERVA;0
2026-05-15;entraineur;ST. PROVOOST;0
2026-05-15;entraineur;MME G. MASSCHAELE;0
2026-05-15;entraineur;E. VARIN;0
2026-05-15;entraineur;A. REVEILLON;0
2026-05-15;entraineur;ANTHONY ALLAIS;0
2026-05-15;entraineur;STÉ. ENT. JONATHAN VANMEERBECK;0
2026-05-15;entraineur;CH. MOTTIER;0
2026-05-15;entraineur;M. VARIN;0
2026-05-15;entraineur;J.M. ROUBAUD;0
2026-05-15;entraineur;G. TOURON;0
2026-05-15;entraineur;S. CINGLAND;0
2026-05-15;entraineur;G. TOURON;0
2026-05-15;entraineur;D. CINIER;0
2026-05-15;entraineur;D. ALEXANDRE;1
2026-05-15;entraineur;PIERRICK LE MOEL;0
2026-05-15;entraineur;MICKAEL CORMY;0
2026-05-15;entraineur;G.R. HUGUET;0
2026-05-15;entraineur;J.M. ROUBAUD;0
2026-05-15;entraineur;D. CINIER;0
2026-05-15;entraineur;J. HUGUET;0
2026-05-15;entraineur;CHARLES BOUVIER;0
2026-05-15;entraineur;TH. BONNARDEL;0
2026-05-15;entraineur;A. BONNEFOY;0
2026-05-15;entraineur;G.R. HUGUET;0
2026-05-15;entraineur;DARIUSZ CZERWINSKI;0
2026-05-15;entraineur;DARIUSZ CZERWINSKI;0
2026-05-15;entraineur;DARIUSZ CZERWINSKI;1
2026-05-15;entraineur;N. MORTAGNE;0
2026-05-15;entraineur;TH. BONNARDEL;0
2026-05-15;entraineur;E. GOUT;0
2026-05-15;entraineur;L. GARCIA;0
2026-05-15;entraineur;J.M. ROUBAUD;0
2026-05-15;entraineur;E. GOUT;0
2026-05-15;entraineur;L. GARCIA;0
2026-05-15;entraineur;TH. BONNARDEL;0
2026-05-15;entraineur;D. CINIER;0
2026-05-15;entraineur;F. DARONDEL;0
2026-05-15;entraineur;P. REPICHET;0
2026-05-15;entraineur;N. ENSCH;0
2026-05-15;entraineur;K. THONNERIEUX;0
2026-05-15;entraineur;L. GARCIA;0
2026-05-15;entraineur;D. CINIER;0
2026-05-15;entraineur;R. MOURLON;1
2026-05-15;entraineur;S. GUARATO;0
2026-05-15;entraineur;E. GOUT;0
2026-05-15;entraineur;JULIEN CHAUVIN;0
2026-05-15;entraineur;J.P. GAUVIN;0
2026-05-15;entraineur;L. GOUT;0
2026-05-15;entraineur;TH. BONNARDEL;0
2026-05-15;entraineur;CHARLES BOUVIER;1
2026-05-15;entraineur;R. MOURICE;0
2026-05-15;entraineur;G. TOURON;0
2026-05-15;entraineur;D. ALEXANDRE;0
2026-05-15;entraineur;P. LELIEVRE;0
2026-05-15;entraineur;Q. MACHET;0
2026-05-15;entraineur;J. HUGUET;0
2026-05-15;entraineur;JULIEN CHAUVIN;0
2026-05-15;entraineur;R. MOURLON;0
2026-05-15;entraineur;N. MORTAGNE;0
2026-05-15;entraineur;A. BONNEFOY;0
2026-05-15;entraineur;MICKAEL CORMY;0
2026-05-15;entraineur;N. MORTAGNE;0
2026-05-15;entraineur;L. GOUT;0
2026-05-15;entraineur;N. MORTAGNE;1
2026-05-15;entraineur;D. BEKAERT;0
2026-05-15;entraineur;DARIUSZ CZERWINSKI;0
2026-05-15;entraineur;P. LELIEVRE;0
2026-05-15;entraineur;MICKAEL CORMY;0
2026-05-15;entraineur;R. MOURICE;0
2026-05-15;entraineur;TH. BONNARDEL;0
2026-05-15;entraineur;S. GUARATO;0
2026-05-15;entraineur;S. GUARATO;1
2026-05-15;entraineur;J.P. GAUVIN;0
2026-05-15;entraineur;N. ENSCH;0
2026-05-15;entraineur;STÉ. ENT. THÉO BRIAND;0
2026-05-15;entraineur;D. CINIER;0
2026-05-15;entraineur;J.P. GAUVIN;1
2026-05-15;entraineur;N. ENSCH;0
2026-05-15;entraineur;S. CINGLAND;0
2026-05-15;entraineur;STÉ. ENT. THÉO BRIAND;0
2026-05-15;entraineur;THÉO RADOUX;0
2026-05-15;entraineur;D. CINIER;0
2026-05-15;entraineur;N. RAIMBEAUX;0
2026-05-15;entraineur;J.CH. FERON;0
2026-05-15;entraineur;D. ALEXANDRE;0
2026-05-15;entraineur;G.R. HUGUET;0
2026-05-15;entraineur;D. BROUWER;0
2026-05-15;entraineur;C. GAZENGEL;0
2026-05-15;entraineur;N. VIMOND;0
2026-05-15;entraineur;NATHAN BOISRAME;0
2026-05-15;entraineur;F. MARTY;0
2026-05-15;entraineur;S. ROGER;0
2026-05-15;entraineur;PIERRICK LE MOEL;0
2026-05-15;entraineur;MLLE S. TREICH;0
2026-05-15;entraineur;B. GOETZ;0
2026-05-15;entraineur;Y. LACOMBE;0
2026-05-15;entraineur;T. BORD;0
2026-05-15;entraineur;S. ROGER;0
2026-05-15;entraineur;Y. LACOMBE;1
2026-05-15;entraineur;A. RIPOLL RIGO;0
2026-05-15;entraineur;N. VIMOND;0
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;M.X. CHARLOT;0
2026-05-15;entraineur;X. DECAUDIN;0
2026-05-15;entraineur;V. MARTENS;1
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;D. LAISIS;0
2026-05-15;entraineur;N. VIMOND;0
2026-05-15;entraineur;P.M. MANCEAU;0
2026-05-15;entraineur;G. MARTY;0
2026-05-15;entraineur;STÉ. ENT. BERNARD GRASSET;0
2026-05-15;entraineur;M.X. CHARLOT;0
2026-05-15;entraineur;J. CHAVATTE;0
2026-05-15;entraineur;PIERRE GERAY;0
2026-05-15;entraineur;T. BORD;0
2026-05-15;entraineur;C. GAZENGEL;0
2026-05-15;entraineur;M. DAOUGABEL;0
2026-05-15;entraineur;A. RIPOLL RIGO;0
2026-05-15;entraineur;S. CAMBOU;0
2026-05-15;entraineur;MLLE S. TREICH;0
2026-05-15;entraineur;CH. FEYTE;1
2026-05-15;entraineur;MME N. GONIN;0
2026-05-15;entraineur;NICOLAS RICHARD BROSSARD;0
2026-05-15;entraineur;S. HARDY;0
2026-05-15;entraineur;R. DEBUE;0
2026-05-15;entraineur;J.M. LOURTET;0
2026-05-15;entraineur;C. GAZENGEL;0
2026-05-15;entraineur;N. VIMOND;0
2026-05-15;entraineur;C. HERSERANT;0
2026-05-15;entraineur;J.M. LOURTET;0
2026-05-15;entraineur;PIERRE GERAY;0
2026-05-15;entraineur;CHARLES BOUVIER;0
2026-05-15;entraineur;C. GAZENGEL;0
2026-05-15;entraineur;L. LALANDE;0
2026-05-15;entraineur;Y. LACOMBE;0
2026-05-15;entraineur;E. PRUDHON;0
2026-05-15;entraineur;ET. CLOZIER;0
2026-05-15;entraineur;E. PRUDHON;0
2026-05-15;entraineur;Y. LACOMBE;0
2026-05-15;entraineur;A. RIPOLL RIGO;0
2026-05-15;entraineur;NICOLAS RICHARD BROSSARD;0
2026-05-15;entraineur;J.H. TREICH;0
2026-05-15;entraineur;STÉ. ENT. THÉO BRIAND;1
2026-05-15;entraineur;A. DE JESUS;0
2026-05-15;entraineur;V. MARTENS;0
2026-05-15;entraineur;M. VARIN;0
2026-05-15;entraineur;Y. LACOMBE;0
2026-05-15;entraineur;PIERRICK LE MOEL;0
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;E. PRUDHON;0
2026-05-15;entraineur;P.J. CORDEAU;0
2026-05-15;entraineur;V. MARTENS;1
2026-05-15;entraineur;S. ROGER;0
2026-05-15;entraineur;S. BOUISSON;0
2026-05-15;entraineur;F. MARTY;0
2026-05-15;entraineur;J. CAPELLE;0
2026-05-15;entraineur;P.L. DESAUNETTE;1
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;M.X. CHARLOT;0
2026-05-15;entraineur;M. DABOUIS;0
2026-05-15;entraineur;G. BOTHOREL;0
2026-05-15;entraineur;F. JULIEN;0
2026-05-15;entraineur;Y. LACOMBE;0
2026-05-15;entraineur;S. ROGER;0
2026-05-15;entraineur;D. LAISIS;0
2026-05-15;entraineur;L. LERENARD;0
2026-05-15;entraineur;C. GAZENGEL;0
2026-05-15;entraineur;J. FOIN;1
2026-05-15;entraineur;J. FOIN;0
2026-05-15;entraineur;S. GUARATO;0
2026-05-15;entraineur;CL. THOMAIN;0
2026-05-15;entraineur;J.M. BAUDOUIN;0
2026-05-15;entraineur;ANTOINE LHERETE;0
2026-05-15;entraineur;J. DUBOIS;1
2026-05-15;entraineur;STÉ. ENT. R. ET D. HUE;0
2026-05-15;entraineur;CH.A. MARY;0
2026-05-15;entraineur;Y. SALIOT;0
2026-05-15;entraineur;W. BIGEON;0
2026-05-15;entraineur;B. LEFEVRE;0
2026-05-15;entraineur;L.M. DAVID;0
2026-05-15;entraineur;S. HARDY;0
2026-05-15;entraineur;B. ANGOT;0
2026-05-15;entraineur;C. MEGISSIER;0
2026-05-15;entraineur;CH.A. MALLET;0
2026-05-15;entraineur;H. COMBOT;0
2026-05-15;entraineur;E. PELTIER;0
2026-05-15;entraineur;J.L. FORGET;0
2026-05-15;entraineur;ST. PROVOOST;0
2026-05-15;entraineur;P. CORNIERE;0
2026-05-15;entraineur;N. LEMETAYER;0
2026-05-15;entraineur;MLLE AUDE LEMOINE;1
2026-05-15;entraineur;D. HEON;0
2026-05-15;entraineur;M. HELBERT;0
2026-05-15;entraineur;PH. DAUGEARD;0
2026-05-15;entraineur;J. GOSSELIN;0
2026-05-15;entraineur;Y. DREUX;0
2026-05-15;entraineur;E. LAMY;0
2026-05-15;entraineur;J. BORDAS;0
2026-05-15;entraineur;V. SAUVAGE;0
2026-05-15;entraineur;F.G. LOUICHE;0
2026-05-15;entraineur;G. HOUEL;0
2026-05-15;entraineur;D. DODIN;0
2026-05-15;entraineur;B. FONTAINE;0
2026-05-15;entraineur;CH. MOTTIER;0
2026-05-15;entraineur;B. ROBIN;1
2026-05-15;entraineur;MME EMELINE DESMIGNEUX;0
2026-05-15;entraineur;J.M. GODARD;0
2026-05-15;entraineur;J.L. BIGEON;0
2026-05-15;entraineur;J.P. MARMION;0
2026-05-15;entraineur;J.PH. BORODAJKO;0
2026-05-15;entraineur;M. SASSIER;0
2026-05-15;entraineur;STÉ. ENT. R. ET D. HUE;0
2026-05-15;entraineur;J.M. BAUDOUIN;0
2026-05-15;entraineur;CH. BOISNARD;0
2026-05-15;entraineur;P. ROULLEAU;0
2026-05-15;entraineur;MME E. PRIVAT;0
2026-05-15;entraineur;R. PALIERNE;0
2026-05-15;entraineur;V. SEGUIN;1
2026-05-15;entraineur;E. PELTIER;0
2026-05-15;entraineur;J.M. LEGROS;0
2026-05-15;entraineur;G. HOUEL;0
2026-05-15;entraineur;ST. DESHAYES;0
2026-05-15;entraineur;M. LEBREC;0
2026-05-15;entraineur;F. DE MEYER;0
2026-05-15;entraineur;C. MEGISSIER;0
2026-05-15;entraineur;V. RENAULT;0
2026-05-15;entraineur;S. POILANE;0
2026-05-15;entraineur;J.CH. AUDRAN;0
2026-05-15;entraineur;J. CERISIER;0
2026-05-15;entraineur;S. ERNAULT;0
2026-05-15;entraineur;S. HARDY;0
2026-05-15;entraineur;A. PACARY;0
2026-05-15;entraineur;MLLE A. MICHEL;0
2026-05-15;entraineur;D. DAVOUST;1
2026-05-15;entraineur;B. MARIE;0
2026-05-15;entraineur;MLLE CH. LE COZ;0
2026-05-15;entraineur;J. BLAVETTE;0
2026-05-15;entraineur;L.M. DAVID;0
2026-05-15;entraineur;W. BIGEON;0
2026-05-15;entraineur;V. RENAULT;0
2026-05-15;entraineur;M. HELBERT;0
2026-05-15;entraineur;ANTOINE LHERETE;0
2026-05-15;entraineur;J.P. MARMION;0
2026-05-15;entraineur;MLLE C. CHERADAME;0
2026-05-15;entraineur;J.M. LEGROS;0
2026-05-15;entraineur;J.M. MAILLARD;0
2026-05-15;entraineur;A. PACARY;0
2026-05-15;entraineur;TH. LEVESQUE;0
2026-05-15;entraineur;D. HEON;0
2026-05-15;entraineur;JULES LEROULLEY;0
2026-05-15;entraineur;S. HOUYVET;0
2026-05-15;entraineur;R. LAGADEUC;0
2026-05-15;entraineur;CH.A. MARY;0
2026-05-15;entraineur;MME SABINE KAGEBRANT;1
2026-05-15;entraineur;L.M. DAVID;0
2026-05-15;entraineur;D. LOCQUENEUX;0
2026-05-15;entraineur;F. HEON;0
2026-05-15;entraineur;CH. POUSSIER;0
2026-05-15;entraineur;E. VARIN;0
2026-05-15;entraineur;MME CONSTANCE CHAZAL;0
2026-05-15;entraineur;ST. DESHAYES;0
2026-05-15;entraineur;CH.A. MALLET;0
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;F. JOSEPH;0
2026-05-15;entraineur;F. HEUDIARD;0
2026-05-15;entraineur;S. BIZEUL;1
2026-05-15;entraineur;F. TERRY;0
2026-05-15;entraineur;T. LE BELLER;0
2026-05-15;entraineur;F. GUINHUT;0
2026-05-15;entraineur;D. KUMPEN;0
2026-05-16;entraineur;S. HARDY;0
2026-05-16;entraineur;M. CONSTANTIN;0
2026-05-16;entraineur;A.G. MAILLARD;0
2026-05-16;entraineur;M. SASSIER;1
2026-05-16;entraineur;D. LEFAUCHEUX;0
2026-05-16;entraineur;J.M. GUILLOTTE;0
2026-05-16;entraineur;LOIC GROUSSARD;0
2026-05-16;entraineur;F. BLANDIN;0
2026-05-16;entraineur;G. HERARD;0
2026-05-16;entraineur;CH. PETREMENT;0
2026-05-16;entraineur;VITALE CIOTOLA;0
2026-05-16;entraineur;E. PELTIER;0
2026-05-16;entraineur;ST. PROVOOST;0
2026-05-16;entraineur;E. GARNIER;0
2026-05-16;entraineur;J.M. BAUDOUIN;0
2026-05-16;entraineur;J. DUBOIS;0
2026-05-16;entraineur;MME S. RAIMOND;1
2026-05-16;entraineur;PH. ALLAIRE;0
2026-05-16;entraineur;ANTOINE TRIHOLLET;0
2026-05-16;entraineur;S. HOUYVET;0
2026-05-16;entraineur;S. GUARATO;0
2026-05-16;entraineur;ANTONIN ANDRE;0
2026-05-16;entraineur;F. BLANDIN;0
2026-05-16;entraineur;L.M. DAVID;0
2026-05-16;entraineur;L.CL. ABRIVARD;0
2026-05-16;entraineur;P. LEVESQUE;0
2026-05-16;entraineur;P.Y. ROCHARD;0
2026-05-16;entraineur;R. JAJOLET;0
2026-05-16;entraineur;A. GARANDEAU;0
2026-05-16;entraineur;TH. LAMARE;0
2026-05-16;entraineur;M. ABRIVARD;0
2026-05-16;entraineur;CH.A. MARY;0
2026-05-16;entraineur;J.PH. MONCLIN;0
2026-05-16;entraineur;V. LEBARQUE;0
2026-05-16;entraineur;MME S. RAIMOND;1
2026-05-16;entraineur;R. BRETON;0
2026-05-16;entraineur;L.B. MARTIN;0
2026-05-16;entraineur;S. GUARATO;0
2026-05-16;entraineur;MME S. RAIMOND;0
2026-05-16;entraineur;GUILLAUME JOUVE;0
2026-05-16;entraineur;MARIO VAN DOOYEWEERD;0
2026-05-16;entraineur;B. LE BELLER;0
2026-05-16;entraineur;R. JAJOLET;0
2026-05-16;entraineur;ANTHONY DOLLION;1
2026-05-16;entraineur;B. MARIE;0
2026-05-16;entraineur;ST. PROVOOST;0
2026-05-16;entraineur;V. GOUIN;0
2026-05-16;entraineur;B. DE GRAEVE;0
2026-05-16;entraineur;A. DE JESUS;0
2026-05-16;entraineur;CH. ERIKSSON;0
2026-05-16;entraineur;V. RENAULT;0
2026-05-16;entraineur;MME C. HALLAIS-DERSOIR;0
2026-05-16;entraineur;CH.A. MARY;0
2026-05-16;entraineur;S. HARDY;0
2026-05-16;entraineur;A.G. MAILLARD;0
2026-05-16;entraineur;A. PLARD;0
2026-05-16;entraineur;J.M. GUILLOTTE;0
2026-05-16;entraineur;G. CASTEL;0
2026-05-16;entraineur;ST. PROVOOST;0
2026-05-16;entraineur;J.M. LEGROS;1
2026-05-16;entraineur;Y. DOUSSET;0
2026-05-16;entraineur;F. TERRY;0
2026-05-16;entraineur;S. GUARATO;0
2026-05-16;entraineur;V. MAILLARD;0
2026-05-16;entraineur;S. LEBLOND;0
2026-05-16;entraineur;M. HANQUIER;0
2026-05-16;entraineur;CH. LIBERGE;0
2026-05-16;entraineur;TH. BUSSET;0
2026-05-16;entraineur;S. BOURLIER;0
2026-05-16;entraineur;Y. LAVIGNE;0
2026-05-16;entraineur;P.L. DESAUNETTE;1
2026-05-16;entraineur;B. GOGLIN;0
2026-05-16;entraineur;G. RAFFESTIN;0
2026-05-16;entraineur;SEBASTIEN TRIBOURDEAU;0
2026-05-16;entraineur;LOUIS BEILEARD;0
2026-05-16;entraineur;E. VARIN;0
2026-05-16;entraineur;S. DIEUDONNE;0
2026-05-16;entraineur;TH. ISSAUTIER;0
2026-05-16;entraineur;E. VARIN;0
2026-05-16;entraineur;F. GENCE;0
2026-05-16;entraineur;J. PLANCHARD;0
2026-05-16;entraineur;B. THOMAS;0
2026-05-16;entraineur;G.R. HUGUET;0
2026-05-16;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-16;entraineur;STÉ. ENT. ANTHONY TINTILLIER;0
2026-05-16;entraineur;A. ROZZONI;0
2026-05-16;entraineur;STÉ. ENT. GRÉGORY THOREL;0
2026-05-16;entraineur;G. FOURNIGAULT;0
2026-05-16;entraineur;S. BOURLIER;0
2026-05-16;entraineur;STÉ. ENT. JONATHAN VANMEERBECK;1
2026-05-16;entraineur;M. ABRIVARD;1
2026-05-16;entraineur;J. CUOQ;0
2026-05-16;entraineur;S. ROGER;0
2026-05-16;entraineur;CH. FLIRDEN;0
2026-05-16;entraineur;L. LERENARD;0
2026-05-16;entraineur;S. ROGER;0
2026-05-16;entraineur;F. SENET;0
2026-05-16;entraineur;V. MARQUEZ;0
2026-05-16;entraineur;TH. BUSSET;0
2026-05-16;entraineur;L. LERENARD;0
2026-05-16;entraineur;A. GAUDIN;0
2026-05-16;entraineur;A. DUPERCHE;0
2026-05-16;entraineur;M.A. BOVAY;0
2026-05-16;entraineur;A. GAUDIN;0
2026-05-16;entraineur;E. BOUYER;0
2026-05-16;entraineur;STÉ. ENT. ANTHONY TINTILLIER;0
2026-05-16;entraineur;CH. DUCHIER;0
2026-05-16;entraineur;J.L. VERRIERE;0
2026-05-16;entraineur;M. ABRIVARD;0
2026-05-16;entraineur;A. DUPERCHE;1
2026-05-16;entraineur;B. GOGLIN;0
2026-05-16;entraineur;J.M. BOUVARD;0
2026-05-16;entraineur;G. RAFFESTIN;0
2026-05-16;entraineur;M. BUSSET;0
2026-05-16;entraineur;B. THOMAS;0
2026-05-16;entraineur;P. PELLEROT;0
2026-05-16;entraineur;L. LERENARD;1
2026-05-16;entraineur;G. RAFFESTIN;0
2026-05-16;entraineur;S. DIEUDONNE;0
2026-05-16;entraineur;M. ABRIVARD;0
2026-05-16;entraineur;PIERRICK LE MOEL;0
2026-05-16;entraineur;E. BOUYER;0
2026-05-16;entraineur;E. VARIN;0
2026-05-16;entraineur;G.R. HUGUET;0
2026-05-16;entraineur;Y. LAVIGNE;0
2026-05-16;entraineur;E. VARIN;0
2026-05-16;entraineur;STÉ. ENT. ANTHONY TINTILLIER;1
2026-05-16;entraineur;A. ROZZONI;0
2026-05-16;entraineur;PIERRICK LE MOEL;0
2026-05-16;entraineur;S. BOURLIER;0
2026-05-16;entraineur;J. CUOQ;0
2026-05-16;entraineur;BASTIEN CLAIRET;0
2026-05-16;entraineur;M. DUJMIC;0
2026-05-16;entraineur;M. ABRIVARD;0
2026-05-16;entraineur;M. ABRIVARD;0
2026-05-16;entraineur;G.R. HUGUET;0
2026-05-16;entraineur;T. AGUIAR;0
2026-05-16;entraineur;H. CHAUVE-LAFFAY;0
2026-05-16;entraineur;MME HÉLOÏSE LENAULT;0
2026-05-16;entraineur;J.M. LEGROS;0
2026-05-16;entraineur;TH. COULON;0
2026-05-16;entraineur;A. DE JESUS;0
2026-05-16;entraineur;J. LESNE;0
2026-05-16;entraineur;L. VERVA;0
2026-05-16;entraineur;ALEXANDRE CHEVRIER;1
2026-05-16;entraineur;P.J. GOETZ;0
2026-05-16;entraineur;D. FAIVRE;0
2026-05-16;entraineur;M. LEMERCIER;0
2026-05-16;entraineur;L. CANNAERT;0
2026-05-16;entraineur;A. MENAGER;0
2026-05-16;entraineur;F. GIARD;0
2026-05-16;entraineur;N. DELAMARRE;0
2026-05-16;entraineur;K. VANDEMOORTELE;0
2026-05-16;entraineur;J.L.CL. DERSOIR;1
2026-05-16;entraineur;G. LEFEBVRE;0
2026-05-16;entraineur;N. BRIDAULT;0
2026-05-16;entraineur;J.F. SENET;0
2026-05-16;entraineur;ANTONIN ANDRE;0
2026-05-16;entraineur;E. NOISETTE;0
2026-05-16;entraineur;P. DESPREZ;0
2026-05-16;entraineur;G. VERVA;0
2026-05-16;entraineur;D. GENOT;0
2026-05-16;entraineur;J. KOUBICHE;0
2026-05-16;entraineur;P.J. CORDEAU;0
2026-05-16;entraineur;CH. NICOLE;0
2026-05-16;entraineur;E. LETOUZE;0
2026-05-16;entraineur;L. ROELENS;0
2026-05-16;entraineur;ST. MEUNIER;0
2026-05-16;entraineur;F. GIARD;0
2026-05-16;entraineur;F. CHARTIER;0
2026-05-16;entraineur;G. HOUEL;1
2026-05-16;entraineur;F. DUCROCQ;0
2026-05-16;entraineur;O. BIZOUX;0
2026-05-16;entraineur;A. TABU;0
2026-05-16;entraineur;P.Y. VERVA;0
2026-05-16;entraineur;CH. MIRANDEL;0
2026-05-16;entraineur;NILS PACHA;0
2026-05-16;entraineur;O. TIRARD;0
2026-05-16;entraineur;MATHIEU BLANQUET;0
2026-05-16;entraineur;ST. MEUNIER;0
2026-05-16;entraineur;THOMAS LEBREC;0
2026-05-16;entraineur;M. AERTS;0
2026-05-16;entraineur;C. MEGISSIER;0
2026-05-16;entraineur;T. PARTAIX;0
2026-05-16;entraineur;A. MUIDEBLED;1
2026-05-16;entraineur;CH. PETREMENT;0
2026-05-16;entraineur;P.G. CAVEY;0
2026-05-16;entraineur;G. DEMOULIN;0
2026-05-16;entraineur;MME L. RIISE;0
2026-05-16;entraineur;A. LELODET;0
2026-05-16;entraineur;A. HUREAU;1
2026-05-16;entraineur;DAVID LEFEVRE;0
2026-05-16;entraineur;MME C. HALLAIS-DERSOIR;0
2026-05-16;entraineur;J.F. SENET;0
2026-05-16;entraineur;G. CURENS;0
2026-05-16;entraineur;JEAN-FRANÇOIS MOQUET;0
2026-05-16;entraineur;P. HACHIN;0
2026-05-16;entraineur;G. SUCAET;0
2026-05-16;entraineur;A. DE JESUS;0
2026-05-16;entraineur;X. REVEILLON;0
2026-05-16;entraineur;JOERI DE LAENDER;0
2026-05-16;entraineur;A. GARANDEAU;0
2026-05-16;entraineur;CH. PETREMENT;0
2026-05-16;entraineur;J.M. LEGROS;1
2026-05-16;entraineur;NILS PACHA;0
2026-05-16;entraineur;JULIEN RAFFESTIN;0
2026-05-16;entraineur;J.M. MARIE;0
2026-05-16;entraineur;N. RAIMBEAUX;0
2026-05-16;entraineur;J. KOUBICHE;0
2026-05-16;entraineur;MME K. BOSSUYT;0
2026-05-17;entraineur;ET. CLOZIER;0
2026-05-17;entraineur;S. BOUISSON;0
2026-05-17;entraineur;T. BORD;0
2026-05-17;entraineur;R. ORTEGA;0
2026-05-17;entraineur;J. ACHE;0
2026-05-17;entraineur;F. MARTY;0
2026-05-17;entraineur;A. REDON;0
2026-05-17;entraineur;PH. JOUBIOUX;0
2026-05-17;entraineur;M.X. CHARLOT;0
2026-05-17;entraineur;G. VAN DE SIJPE;0
2026-05-17;entraineur;J.H. TREICH;0
2026-05-17;entraineur;J. FOIN;0
2026-05-17;entraineur;A. TOUZERY;0
2026-05-17;entraineur;S. BOUISSON;1
2026-05-17;entraineur;J. MAZOU;0
2026-05-17;entraineur;J. FOIN;1
2026-05-17;entraineur;Y. HENRY;0
2026-05-17;entraineur;L. LERENARD;0
2026-05-17;entraineur;N. LANGLOIS;0
2026-05-17;entraineur;N. LANGLOIS;0
2026-05-17;entraineur;L. LERENARD;0
2026-05-17;entraineur;J. CAPELLE;0
2026-05-17;entraineur;CH. FEYTE;0
2026-05-17;entraineur;D.J. ROUSSEAU;0
2026-05-17;entraineur;C. GAZENGEL;0
2026-05-17;entraineur;Y. HUREL;0
2026-05-17;entraineur;M. HANQUIER;0
2026-05-17;entraineur;J.H. TREICH;0
2026-05-17;entraineur;J. FOIN;0
2026-05-17;entraineur;G. MARTY;0
2026-05-17;entraineur;R.W. DENECHERRE;0
2026-05-17;entraineur;F. MARTY;1
2026-05-17;entraineur;ADRIEN CHARBONNEAU;0
