nom;hippodrome;partants;victoires
A. MUIDEBLED;NANCY-BRABOIS;2;0
R. WESTER;NANCY-BRABOIS;1;0
B. PITON;NANCY-BRABOIS;2;0
J. VAN DEN PUTTE JR.;NANCY-BRABOIS;2;0
M. ARICKX;NANCY-BRABOIS;1;0
R. BOT;NANCY-BRABOIS;1;0
J. CORBANIE;NANCY-BRABOIS;1;0
C. DELBECQ;CAEN;1;0
M. LENOIR;CAEN;3;0
E. GARNIER;CAEN;1;0
D. HEON;CAEN;2;0
A. FAVRIS;CAEN;2;0
P. OLLITRAULT;CAEN;1;0
L.A. MARTIN;CAEN;1;0
E. HERBEAU;CAEN;1;0
S. DESHAIES;CAEN;1;0
ST. DESHAYES;CAEN;1;0
MME T. MATHIAS-MAISONNETTE;AGEN LA GARENNE;1;0
B. LE BELLER;AGEN LA GARENNE;2;1
F. GENCE;AGEN LA GARENNE;3;0
F. PRAT;AGEN LA GARENNE;1;0
D.E. CORDEAU;AGEN LA GARENNE;2;0
D. BEKAERT;SALON DE PROVENCE;5;2
O. MERLE;SALON DE PROVENCE;1;0
TH. BORODAJKO;SALON DE PROVENCE;2;0
J.CH. SOREL;SALON DE PROVENCE;2;0
G. TOURON;SALON DE PROVENCE;1;0
M.X. CHARLOT;SALON DE PROVENCE;1;0
MLLE C. SALAMANI;SALON DE PROVENCE;2;0
L. GARCIA;SALON DE PROVENCE;2;0
S. CINGLAND;SALON DE PROVENCE;3;0
L. GOETZ;SALON DE PROVENCE;3;0
L. VERRIERE;SALON DE PROVENCE;2;0
TH. PRUDHON;SALON DE PROVENCE;1;0
L. GOUT;SALON DE PROVENCE;1;0
MME L. LAURENT;SALON DE PROVENCE;1;0
MLLE L. BANIDE;SALON DE PROVENCE;1;0
C. TRIBOLET;SALON DE PROVENCE;1;0
MLLE A. VENTURA;SALON DE PROVENCE;1;0
ST. CORBIN;SALON DE PROVENCE;1;0
MLLE G. AMBROGIO;SALON DE PROVENCE;1;0
J.M. LESAINT;SALON DE PROVENCE;1;0
J.PH. GRIMALDI;SALON DE PROVENCE;1;0
H. LAKHRISSI;SALON DE PROVENCE;1;0
MLLE M. D'ESPARBES;SALON DE PROVENCE;1;0
MLLE K. FRESNEAU;SALON DE PROVENCE;1;1
F. YVANES;SALON DE PROVENCE;1;0
TH. CLAIRET;SALON DE PROVENCE;1;0
R. TOTARO;SALON DE PROVENCE;1;0
PHILIPPE SEILER;SALON DE PROVENCE;1;0
MME I. METZEMAEKERS;SALON DE PROVENCE;1;0
ED. COUBARD-MEUNIER;SALON DE PROVENCE;1;0
K. THONNERIEUX;SALON DE PROVENCE;1;0
N. JULIEN;SALON DE PROVENCE;1;0
MME R. MASSON;GRAIGNES;1;0
J. LAISIS;GRAIGNES;1;0
H. MOREL;GRAIGNES;3;0
A. MARTON-HELIOT;GRAIGNES;1;0
G. LEMAITRE;GRAIGNES;2;0
MLLE JULIE REZE;GRAIGNES;1;0
FLORENT PELTIER;GRAIGNES;2;0
Q. GAILLARD;GRAIGNES;2;0
D. HEON;GRAIGNES;2;0
A. RANDON;GRAIGNES;1;0
G. LESSIEU;GRAIGNES;2;0
EMILIEN DUPONT;GRAIGNES;2;0
A. COLLETTE;GRAIGNES;2;0
J. CONDETTE;GRAIGNES;5;1
L. LEFRANCOIS;GRAIGNES;2;0
O. FONTES DE AGUIAR;GRAIGNES;1;0
M. COUVELARD;GRAIGNES;1;0
A. VIVIER;GRAIGNES;1;0
CH.E. CHALMEL;GRAIGNES;1;0
MME A. LEMONNIER;GRAIGNES;1;0
CH. HEOT;GRAIGNES;2;1
J. DUPREY;GRAIGNES;1;0
O. FOUILLET;GRAIGNES;1;0
G. ROCHNA DUMONT;GRAIGNES;1;0
P. HOUEL;CHARTRES;3;0
B. COPPENS;CHARTRES;3;0
J.P. DUBOIS;CHARTRES;1;0
E. RAFFIN;CHARTRES;9;5
C. BEUREL;CHARTRES;1;0
M. GILARD;CHARTRES;1;0
L. LEGRAND;CHARTRES;2;0
N. RAIMBEAUX;CHARTRES;1;0
MME LEA LE GUERCH;CHARTRES;1;0
P.A. RYNWALT-BOULARD;CHARTRES;1;0
S. PILLON;CHARTRES;1;0
S. GAZON;CHARTRES;1;0
J. DEBOST;CHARTRES;1;0
V. SAUSSAYE;CHARTRES;2;0
M.J. BARCELO BISQUERRA;CHARTRES;1;0
P.CH. JEAN;REIMS;3;0
B. PITON;REIMS;7;1
R. HEMERY;REIMS;2;0
G. CASTEL;REIMS;1;0
LOUIS LAHOUCINE;REIMS;2;0
A. OMRANI;REIMS;2;0
T. COOK;REIMS;1;0
N. BECQUET;REIMS;3;0
L. PEREIRA;REIMS;1;0
MME M.K. DUVAL;REIMS;1;0
G. VERVA;REIMS;1;0
F. PRAT;REIMS;1;0
F. DEMOUTIEZ;REIMS;1;0
M. BLANQUET;REIMS;1;0
P. CALLIER;CARPENTRAS;1;0
L. FRESNEAU;CARPENTRAS;1;0
Y.A. BRIAND;CARPENTRAS;1;0
E. GOUT;CARPENTRAS;1;0
J. CUOQ;CARPENTRAS;1;0
B. THOMAS;CARPENTRAS;1;0
Y. LE BRIS;CARPENTRAS;1;0
A.M. DA CUNHA PEIXOTO;CARPENTRAS;1;0
L. VERRIERE;CARPENTRAS;1;0
J.F. SENET;CARPENTRAS;1;0
J. GROIZEAU;LIGNIERES;1;0
A. GASSIRARO;LIGNIERES;1;0
A. JANNIER;LIGNIERES;1;0
F.J. PELTIER;LIGNIERES;1;1
M. BRUN;LIGNIERES;1;0
ALEXIS LERENARD;LIGNIERES;2;1
K. BROSSARD;LIGNIERES;1;0
TH. BUSSET;LIGNIERES;2;0
S. POILANE;LIGNIERES;1;0
M. HEURTEBISE;LIGNIERES;1;0
M. LAFFAY;LIGNIERES;1;0
MARTIN CORMY;LIGNIERES;1;0
B. LE BELLER;VICHY;1;0
A. BONNEFOY;VICHY;1;0
A. COLLETTE;VICHY;14;2
J.M. BAZIRE;VICHY;20;6
M.J. BARCELO BISQUERRA;VICHY;2;0
J. CUOQ;VICHY;14;1
G. FOURNIGAULT;VICHY;8;0
CH. BOUTEILLER;VICHY;2;1
M. LEGROS;VICHY;6;0
L. BAUDRON;VICHY;1;1
J. GOSSELIN;VICHY;1;0
S. LALOUM;VICHY;5;0
P.PH. PLOQUIN;VICHY;7;0
G. GILLOT;VICHY;1;0
C. MEGISSIER;VICHY;1;0
MLLE S. AUVRAI;NANTES;1;0
D. BONNE;NANTES;2;0
A. ABRIVARD;NANTES;3;1
A. CLERIN;NANTES;1;0
M.G. BARON;NANTES;1;0
G. BEAUFILS;NANTES;2;0
J.PH. RAFFEGEAU;NANTES;1;0
M. MOURO;NANTES;1;0
M. SAGARD;NANTES;3;0
M. MAIGNAN;NANTES;1;0
P. DEVESLY;NANTES;1;0
Q. FRESNEAU;NANTES;3;0
E. QUITTET;NANTES;1;0
P. BEASSE;NANTES;1;0
E. ALRON;NANTES;1;0
MLLE AURIANE MEUNIER;NANTES;1;0
LOUIS LAHOUCINE;NANTES;1;0
N. BAZIRE;NANTES;1;0
G. D'HAENENS;NANTES;1;0
N. PACHA;BEAUMONT DE LOMAGNE;5;0
H. COMBOT;BEAUMONT DE LOMAGNE;2;0
TH. VORGERS;BEAUMONT DE LOMAGNE;1;0
M. CHAVATTE;BEAUMONT DE LOMAGNE;1;0
M. ANTOLIN;BEAUMONT DE LOMAGNE;1;0
MME L. CHAVATTE;BEAUMONT DE LOMAGNE;1;0
MLLE A. DUPUIS;BEAUMONT DE LOMAGNE;1;0
MLLE D. POSTHUMUS;BEAUMONT DE LOMAGNE;1;0
B. SEMET;BEAUMONT DE LOMAGNE;1;0
MME L. CARNEIRO;BEAUMONT DE LOMAGNE;1;1
J. PAILLE;BEAUMONT DE LOMAGNE;3;0
M. RAHAULT;BEAUMONT DE LOMAGNE;1;0
CEDRIC TERRY;LE CROISE LAROCHE;4;0
G. CASTEL;LE CROISE LAROCHE;1;0
D. DEVOLDER;LE CROISE LAROCHE;1;0
M. IZZO;LE CROISE LAROCHE;2;0
K. VANDEMOORTELE;LE CROISE LAROCHE;1;0
M. MONACO;LE CROISE LAROCHE;1;0
L. STAEL;LE CROISE LAROCHE;1;0
LEO CHESNEL;LE CROISE LAROCHE;1;0
L. CASTEL;LE CROISE LAROCHE;2;0
N. ROUSSEAU;LE CROISE LAROCHE;1;0
M. BEAUVAIS;LE CROISE LAROCHE;1;0
CH. MANEGAT;LE CROISE LAROCHE;1;0
MME CH. SAINT DIZIER;LE CROISE LAROCHE;1;0
E. CONIGLIO;LE CROISE LAROCHE;1;0
MLLE M. TREZIERES;LE CROISE LAROCHE;1;0
V. KLIUCHNIKOV;LE CROISE LAROCHE;1;0
F. DEMUYNCK;LE CROISE LAROCHE;1;0
MATHIEU VERDEZ;LE CROISE LAROCHE;1;0
K. PHLYPO;LE CROISE LAROCHE;1;0
M. BEZIER;LES SABLES D OLONNE;2;0
P. BELLOCHE;LES SABLES D OLONNE;5;1
TH. RADOUX;LES SABLES D OLONNE;2;0
E. RAFFIN;LES SABLES D OLONNE;13;4
L. BAUDOUIN;LES SABLES D OLONNE;3;0
B. ROBIN;LES SABLES D OLONNE;1;0
R. MARTY;LES SABLES D OLONNE;1;1
J.ET. ABRIVARD;LES SABLES D OLONNE;2;0
J. GROIZEAU;LES SABLES D OLONNE;1;0
M. MAIGNAN;LES SABLES D OLONNE;2;0
GUILLAUME MARTIN;LES SABLES D OLONNE;10;1
M. CHAMPENOIS;LES SABLES D OLONNE;1;0
G. PRAT;LES SABLES D OLONNE;7;1
S. ROGER;LES SABLES D OLONNE;2;0
M. PEAN;LES SABLES D OLONNE;1;0
S. DIEUDONNE;LES SABLES D OLONNE;2;0
A. GENDROT;LES SABLES D OLONNE;6;1
O. RAFFIN;LES SABLES D OLONNE;13;0
N. MARTINEAU;LES SABLES D OLONNE;1;0
K. CHAMPENOIS;LES SABLES D OLONNE;4;2
O. POTIER;LES SABLES D OLONNE;2;0
T. OUVRIE;LES SABLES D OLONNE;4;0
H. COMBOT;LES SABLES D OLONNE;1;0
V. FOUCAULT;LES SABLES D OLONNE;3;0
A. WIELS;LES SABLES D OLONNE;8;2
J. LEHERICEY;LES SABLES D OLONNE;1;0
S. POILANE;LES SABLES D OLONNE;2;0
A. ROUSSEAU;LES SABLES D OLONNE;1;0
J. DUBREIL;LES SABLES D OLONNE;2;0
A. VELANY;LES SABLES D OLONNE;2;0
F. DELANOE;LES SABLES D OLONNE;2;0
F. GENCE;LES SABLES D OLONNE;2;0
V. HERARD;LES SABLES D OLONNE;1;0
N. PACHA;LES SABLES D OLONNE;7;0
R. CONGARD;LES SABLES D OLONNE;6;0
LILIAN BERTIN;LES SABLES D OLONNE;2;0
TH. CHALON;LES SABLES D OLONNE;3;0
MLLE S. AUVRAI;LES SABLES D OLONNE;3;0
CH. GALLIER;LES SABLES D OLONNE;1;0
L. CHUPIN;LES SABLES D OLONNE;1;0
J.M. BABIN;LES SABLES D OLONNE;1;0
A.A. CHAVATTE;LES SABLES D OLONNE;3;0
J. PLANCHARD;LES SABLES D OLONNE;1;0
L. LAUDREN;LES SABLES D OLONNE;1;0
E. LAMBERTZ;LES SABLES D OLONNE;1;0
CL. MONTE;VINCENNES;1;0
N. PICARD;VINCENNES;1;0
A. OMRANI;VINCENNES;1;0
A. NEIRINCK;VINCENNES;1;0
F. JULIEN;VINCENNES;1;0
B. DEBRIS;LAVAL;1;0
J.CL. VINCENT;LAVAL;1;0
MME T. VARTIAINEN;LAVAL;1;0
J. DUPREY;LAVAL;1;0
F. PRAT;LAVAL;1;0
P.Y. VERVA;LAVAL;1;0
A. BERHAULT;LAVAL;1;0
LEO ABRIVARD;LAVAL;2;0
O. PLACIER;LAVAL;1;0
P. TIJOU;LAVAL;1;0
G. PORZIO;LAVAL;1;0
B. LE BELLER;LAVAL;5;0
MLLE S. AUVRAI;LAVAL;1;0
A. LEDOYEN;LAVAL;1;0
B. RUET;BORELY;4;1
C. COUSTES;BORELY;1;0
Q. SEGUIN;BORELY;1;0
S. LALOUM;BORELY;5;0
MME LAETITIA GOUT;BORELY;1;0
M. LAFFAY;BORELY;3;0
N. MOUROT;BORELY;1;0
J. ASSELIE;BORELY;1;0
O. TOUVAIS;PONTCHATEAU;1;0
S. ROGER;PONTCHATEAU;1;0
N. PACHA;PONTCHATEAU;2;0
M. ABRIVARD;PONTCHATEAU;6;1
S. ERNAULT;PONTCHATEAU;3;0
R. PALIERNE;PONTCHATEAU;1;0
P.PH. PLOQUIN;PONTCHATEAU;5;1
THEO DUVALDESTIN;PONTCHATEAU;1;0
A. CHERADAME;PONTCHATEAU;1;0
G. GELORMINI;PONTCHATEAU;2;0
F.P. BOSSUET;PONTCHATEAU;1;0
R. HUE;PONTCHATEAU;1;0
CL. FRECELLE;PONTCHATEAU;1;0
S. GOUGEON;PONTCHATEAU;2;0
C. CORBINEAU;PONTCHATEAU;1;0
A.G. MAILLARD;PONTCHATEAU;2;0
PH. BOUTIN;PONTCHATEAU;1;0
M. MONACO;PONTCHATEAU;1;0
MICHEL DUVEAU;PONTCHATEAU;1;0
CH. HENRY;PONTCHATEAU;1;0
MME E. LE BELLER;PONTCHATEAU;1;0
CHRISTOPHER CORBINEAU;PONTCHATEAU;1;0
P. ROULLEAU;PONTCHATEAU;1;0
D. DELAROCHE;PONTCHATEAU;1;0
Q. MICHEL;PONTCHATEAU;1;0
V. VIEL;PONTCHATEAU;1;0
J. DUBREIL;PONTCHATEAU;1;0
G. POREE;MAUQUENCHY;1;0
MLLE A. RENAULT;MAUQUENCHY;1;0
P. QUESNEL;MAUQUENCHY;1;0
MME CH. FARRUGIA;MAUQUENCHY;1;0
MLLE J. LEMONNIER;MAUQUENCHY;1;0
MME M. CHAZAL;MAUQUENCHY;1;0
MLLE A. CHANTRIS;MAUQUENCHY;1;0
F. KALEK;MAUQUENCHY;1;0
JEROME DAVID;MAUQUENCHY;2;0
D. DE JESUS REIS;MAUQUENCHY;1;0
MLLE M. DE MEYER;MAUQUENCHY;3;0
P. KANE JR;MAUQUENCHY;1;0
E. HANOT;MAUQUENCHY;1;0
E. CIVE;MAUQUENCHY;1;0
M. VAN DOOYEWEERD;MAUQUENCHY;1;0
J. DUBOIS;MAUQUENCHY;1;0
A. LELODET;MAUQUENCHY;1;0
E. LETOUZE;MAUQUENCHY;1;0
J. LEBOUTEILLER;MAUQUENCHY;1;0
B. CARPENTIER;VINCENNES;1;0
AURELIEN DESMARRES;VINCENNES;1;0
K. BUSNEL;VINCENNES;1;0
L. BAUDRON;LA CEPIERE;2;1
G. GILLOT;LA CEPIERE;1;0
D. THOMAS;HYERES;1;0
P. OLLITRAULT;VINCENNES;4;0
J.CL. HALLAIS;GRAIGNES;1;0
P. ROULLEAU;GRAIGNES;1;0
A.A. GUIBOUT;GRAIGNES;1;0
MME K. RENAULT;GRAIGNES;2;0
V. FIGUEROA PAZ;GRAIGNES;1;0
A. OMRANI;GRAIGNES;4;0
J.CH. BEAUFILS;GRAIGNES;2;0
V. HERARD;GRAIGNES;1;0
E. CIVE;GRAIGNES;1;0
MME CH. L. DAVID;GRAIGNES;1;0
S.D. ALIX;GRAIGNES;1;0
MLLE M. JOUIN;GRAIGNES;2;0
L. BELLOCHE;GRAIGNES;1;0
T. GOUSSIN;GRAIGNES;1;0
P.A. DELACOUR;GRAIGNES;4;0
A. ACEF;GRAIGNES;1;0
A. HENARD;GRAIGNES;1;0
J.F. VALLETTE;GRAIGNES;1;0
MLLE L. DARLAY;GRAIGNES;3;0
S. BESNARD;GRAIGNES;1;0
C. CHESNE;GRAIGNES;1;0
B. MADELINE;GRAIGNES;2;0
MLLE CH. MARCILLE;GRAIGNES;1;0
A. UNTERREINER;GRAIGNES;1;0
M. DURAND;GRAIGNES;2;0
MME M. CHAZAL;GRAIGNES;1;0
J.F. NOEL;GRAIGNES;1;0
B. BEULLENS;REIMS;1;0
CH. MARTENS;REIMS;4;1
J. RUAULTS;REIMS;1;0
M. MINOPOLI JR.;REIMS;1;0
MLLE M. DE MEYER;REIMS;1;0
I. KROUCHI;REIMS;1;1
W. FORNIGLIA;REIMS;1;0
LORIS BIZOUX;REIMS;1;0
MLLE M. NORBERG;REIMS;1;0
J. DE LAENDER;REIMS;1;0
BASTIEN JOSEPH;REIMS;1;0
S. TRIBOURDEAU;REIMS;1;0
C. DEFFAUX;REIMS;1;0
P. PLOQUIN;LISIEUX;1;0
D.F. GAUDIN;LISIEUX;2;0
J.Y. RICART;LISIEUX;2;0
ADRIEN BLANDIN;LISIEUX;8;0
G. JOUVE;LISIEUX;1;0
S.E. PASQUIER;LISIEUX;4;0
W. JEHANNE;LISIEUX;1;0
S. LEVOY;LISIEUX;1;0
VLADIMIR HEBERT;LISIEUX;1;0
R. DOUYERE;LISIEUX;1;0
V. SAUSSAYE;LISIEUX;2;0
A. FAVRAY;LISIEUX;2;0
J.CL. HALLAIS;LISIEUX;1;0
R. HUE;LISIEUX;4;0
R. LAGADEUC;LISIEUX;2;0
GREGORY MARTENS;LISIEUX;2;0
Y. CABARET;LISIEUX;1;0
L. GUINOISEAU;LISIEUX;1;0
M.X. CHARLOT;EAUZE;1;0
E. SALMON;EAUZE;1;0
P. GESRET;EAUZE;1;0
V. CABOS;EAUZE;1;0
PIERRICK LE MOEL;EAUZE;1;0
M. CRIADO;EAUZE;1;0
N. PACHA;EAUZE;1;0
CH. FEYTE;EAUZE;1;0
M. GRASSET;EAUZE;1;0
A. ELIPHE;EAUZE;1;0
B. GOETZ;EAUZE;1;0
J. TRAVERS;EAUZE;1;0
ALEXANDRE BODIN;EAUZE;1;1
F. CLOZIER;EAUZE;1;0
J. CHAVATTE;EAUZE;1;0
R. LE CREPS;EAUZE;1;0
CEDRIC TERRY;CHATEAUBRIANT;4;0
G. LENAIN;CHATEAUBRIANT;3;0
A. MENAGER;CHATEAUBRIANT;2;0
S. GAUDARD;CHATEAUBRIANT;1;0
G. MARCQUE;CHATEAUBRIANT;1;0
P. GODINEAU;CHATEAUBRIANT;1;0
J.L. CARPON;CHATEAUBRIANT;1;0
E. DOUANEAU;CHATEAUBRIANT;1;0
L.J. LEGROS;CHATEAUBRIANT;3;1
LILIAN BERTIN;CHATEAUBRIANT;3;0
MLLE L. BRAUD;CHATEAUBRIANT;3;0
B. GROULT;CHATEAUBRIANT;1;0
G. DELAUNE;CHATEAUBRIANT;2;0
PIERRE ABRIVARD;CHATEAUBRIANT;3;0
THEO DUVALDESTIN;CHATEAUBRIANT;5;1
R.R. BOUCAULT;CHATEAUBRIANT;1;1
G.M. BERNIER;CHATEAUBRIANT;1;0
L. CHEVROLLIER;CHATEAUBRIANT;1;0
J.B. LELIEVRE;CHATEAUBRIANT;3;0
A. OMRANI;CHATEAUBRIANT;1;0
N. PICARD;CHATEAUBRIANT;1;0
MME A. MARANDEL;CHATEAUBRIANT;1;0
M. LE CERF;CHATEAUBRIANT;1;0
A. POUTEAU;CHATEAUBRIANT;1;0
J. GASTINEAU;CHATEAUBRIANT;2;0
J. MATHELIER;CHATEAUBRIANT;1;0
A. BESCHER;CHATEAUBRIANT;1;1
A. LEVEILLE;CHATEAUBRIANT;1;0
J. MAILLARD;CHATEAUBRIANT;1;0
C. RAIMBAUD;CHATEAUBRIANT;1;0
D. PASQUIER;CHATEAUBRIANT;1;0
M. BEZIER;CHATEAUBRIANT;2;0
P.L. ROUSSEAU;CHATEAUBRIANT;1;0
M. MONACO;CHATEAUBRIANT;1;0
MARTIAL GAUVIN;BOLLENE;1;0
D. BEKAERT;BOLLENE;2;1
M. CINIER;BOLLENE;1;0
K. DEVIENNE;BOLLENE;1;0
J.CH. SOREL;BOLLENE;2;1
CH. BOUTEILLER;BOLLENE;1;0
R. BOUVIER;BOLLENE;1;0
D. CINIER;BOLLENE;1;0
R. THONNERIEUX;BOLLENE;1;0
K. THONNERIEUX;BOLLENE;1;0
S. CINGLAND;BOLLENE;2;0
G. TUGEND;BOLLENE;1;0
G. TOURON;BOLLENE;1;0
P. CALLIER;BOLLENE;1;0
TH. BRIAND;BOLLENE;1;0
TH. BUSSET;MONTLUCON;1;0
B. THOMAS;MONTLUCON;1;0
V. FOUCAULT;MONTLUCON;1;0
PH. DANTHU;MONTLUCON;1;0
S. BOURLIER;MONTLUCON;1;0
MARTIN CORMY;MONTLUCON;1;0
S. POILANE;MONTLUCON;1;0
L. CHUPIN;MONTLUCON;1;0
MICKAEL CORMY;MONTLUCON;1;0
S. TRIBOURDEAU;MONTLUCON;1;0
Q. CHAUVE-LAFFAY;MONTLUCON;1;0
J.B. LEMOINE;RAMBOUILLET;2;0
B. MARIE;RAMBOUILLET;2;0
P. OLLITRAULT;RAMBOUILLET;3;0
MLLE T. LEVESQUE;RAMBOUILLET;1;0
C. MESNIL;RAMBOUILLET;3;0
G. HORRACH VIDAL;RAMBOUILLET;1;0
C.J. DE LEEUW;RAMBOUILLET;1;0
F. NIVARD;RAMBOUILLET;4;1
MME CL. DESMONTILS;RAMBOUILLET;2;0
D. BROHIER;RAMBOUILLET;1;0
D. HUE;RAMBOUILLET;1;0
TH. CONSTANS;RAMBOUILLET;2;0
D.M. HUE;RAMBOUILLET;1;0
B. CARPENTIER;RAMBOUILLET;1;0
B. HARDY;RAMBOUILLET;3;0
S. BAUDE;RAMBOUILLET;2;0
F.X. KOENIG;RAMBOUILLET;1;0
MLLE L. LEBOUTEILLER;RAMBOUILLET;1;0
T. FLEURY;RAMBOUILLET;1;0
A. CHARRIE;RAMBOUILLET;1;0
A. MALLET;RAMBOUILLET;1;0
P.E. COLLARD;RAMBOUILLET;2;0
T. GOUSSIN;RAMBOUILLET;1;0
A. LEFAUCHEUX;RAMBOUILLET;1;0
L. PITON;RAMBOUILLET;1;0
M. VAUDOIT;RAMBOUILLET;1;0
Y. JULIEN;RAMBOUILLET;1;1
J. LAISIS;RAMBOUILLET;2;0
MLLE NOEMIE HARDY;RAMBOUILLET;1;0
LEO BLAVETTE;RAMBOUILLET;1;0
P.L. DESAUNETTE;RAMBOUILLET;1;0
MME A. PEROCHEAU;RAMBOUILLET;1;0
N. DESHORS;RAMBOUILLET;1;0
B. LE BELLER;RAMBOUILLET;1;0
H. MONTHULE;RAMBOUILLET;1;1
J.L. HOCDE;RAMBOUILLET;1;0
TH. BEUSTE;RAMBOUILLET;1;0
J.R. LEPERT;RAMBOUILLET;1;0
N. RIZZO;RAMBOUILLET;1;0
A. TRIBOUL;RAMBOUILLET;1;0
J.L. GADOIS;RAMBOUILLET;1;0
L. BROHIER;RAMBOUILLET;1;0
MLLE M. BEATO;RAMBOUILLET;1;0
MME J. STRANG;RAMBOUILLET;1;0
T. PERRIER;RAMBOUILLET;2;0
J.PH. BAZIRE;RAMBOUILLET;1;0
A. RAFFIN;RAMBOUILLET;1;1
J. LAVILLE;RAMBOUILLET;1;0
MLLE A.M. SOUDAIN;STRASBOURG;2;0
R. KUIPER;STRASBOURG;2;0
G. LANNOO;STRASBOURG;2;0
K. VANDERSCHELDEN;STRASBOURG;2;0
L. CUEFF;STRASBOURG;3;0
LUC A. LANNOO;STRASBOURG;1;0
M. HUE;STRASBOURG;1;0
G. VERVA;STRASBOURG;1;0
MLLE A. ZABE;STRASBOURG;1;0
E. HERBEAU;STRASBOURG;1;0
MME H. TJALSMA;STRASBOURG;1;0
M. AMBOS;STRASBOURG;1;0
N. GEIREGAT;STRASBOURG;1;1
MLLE C. LEGRAIN;AMIENS;2;1
N. BECQUET;AMIENS;1;0
P.E. COLLARD;AMIENS;2;0
L. BIZOUX;AMIENS;3;0
B. GALLON;AMIENS;1;0
A. MALLET;AMIENS;1;0
JULIEN GRISON;AMIENS;1;0
H. BAUMER;AMIENS;1;0
A. FAVRIS;AMIENS;1;0
S. HARDY;AMIENS;5;0
P. OLLITRAULT;AMIENS;3;1
B. ROBIN;AMIENS;3;0
P.PH. PLOQUIN;AMIENS;14;3
V. SEGUIN;AMIENS;2;0
A.A. CHAVATTE;AMIENS;2;0
A. NAVEAU;AMIENS;1;0
K. BROSSARD;AMIENS;1;0
A. DUPERCHE;AMIENS;2;0
G. ROIG-BALAGUER;AMIENS;1;0
P.EDOUARD MARY;AMIENS;1;1
L. PITON;AMIENS;1;0
LEO ABRIVARD;AMIENS;1;0
MME I. LELIEVRE;AMIENS;1;0
M. MONACO;AMIENS;2;0
J.CH. AUDRAN;AMIENS;1;0
ARNAUD MORIN;AMIENS;2;0
F. LECANU;AMIENS;2;0
J. TRAVERS;AMIENS;1;0
B. LE BELLER;VIRE;1;0
G. JOUVE;VIRE;2;0
TH. LEVESQUE;VIRE;1;0
P.CH. JEAN;VIRE;2;0
A. DE VAUGIRAUD;VIRE;1;0
B. LEREBOURG;VIRE;1;0
M. BEAUVAIS;VIRE;1;0
ANDREA ROUSSEL;VIRE;1;0
C. PARYS;VIRE;3;0
M. MOURO;VIRE;1;0
J. JAMAULT;VIRE;1;0
G. SIMON;VIRE;2;0
LILIAN BERTIN;VIRE;1;0
M. LEGROS;VIRE;1;0
D. ARMELLINI;VIRE;2;0
RENAUD JULIEN;VIRE;1;0
F. ANDRIEU;VIRE;1;0
M. LEMERCIER;VIRE;1;0
A. DABOUIS;VIRE;1;0
L.J. LEGROS;VIRE;1;1
MME C. HALLAIS-DERSOIR;VIRE;1;0
M. HERRAULT;VIRE;1;0
P. ROULLEAU;VIRE;1;0
A. BORDEAU;VIRE;1;0
MME M. TORRE;VIRE;1;0
MLLE M. JOUIN;VIRE;1;0
A. GALLARD;VIRE;1;0
A. DEFORTESCU;VIRE;1;0
C. MARTINE;VIRE;1;0
L.F. LARUE;VIRE;1;0
J. PLASSAIS;VIRE;1;0
J.CH. BEAUFILS;VIRE;1;0
MME CLARA DERSOIR;VIRE;1;0
F. POISSON;VIRE;1;0
G. MONTHULE;VIRE;1;0
J. GRANDIN;VIRE;1;0
J.L. GADOIS;VIRE;1;0
MME A.J. HALLAIS;VIRE;1;0
A. HIRBEC;VIRE;1;0
M. DURAND;VIRE;1;0
B. MESLIN;VIRE;1;1
J.N. PECCOT;VIRE;1;0
MME M. CHAZAL;VIRE;1;0
Q. VOLLET;VIRE;1;0
A. SLIMANE;VIRE;1;0
F.M. ROUSSEL;VIRE;1;0
FABRICE CHARTIER;VIRE;1;0
B. LEBEY;VIRE;1;0
M. CHAMPENOIS;CHOLET;1;0
L.CL. ABRIVARD;CHOLET;3;0
M. ABRIVARD;CHOLET;6;0
P. BEASSE;CHOLET;1;0
N. LEMETAYER;CHOLET;1;0
J. PLASSAIS;CHOLET;1;0
J. DUBOIS;CHOLET;1;0
A. GOURGAND;CHOLET;1;0
MME CL. DESMONTILS;CHOLET;1;0
F.PH. BERTHAULT;CHOLET;1;0
P. HOUEL;CHOLET;1;0
J.ET. LE BEC;CHOLET;1;0
CH. CHALON;CHOLET;4;0
G. DONIO;CHOLET;1;0
J. DUBREIL;CHOLET;1;0
Y.J. LE BEZVOET;CHOLET;1;0
F. DESMIGNEUX;CHOLET;2;0
B. CARPENTIER;CHOLET;1;0
A. BERHAULT;CHOLET;2;0
P. OLLITRAULT;CHOLET;2;0
K. LEBLANC;CHOLET;2;0
CH. CUILLER;CHOLET;1;0
C. GOURGAND;CHOLET;1;0
E. LAMBERTZ;CHOLET;1;0
A. DABOUIS;CHOLET;1;0
F. GUINHUT;CHOLET;1;0
F. TABESSE;CHOLET;1;0
J.L.CL. DERSOIR;CHOLET;1;0
J. RUAULTS;VINCENNES;1;0
C. ENAULT;VINCENNES;1;0
FABRICE CHARTIER;VINCENNES;1;0
N. POST;VINCENNES;1;0
A. RENAULT;VINCENNES;1;0
MLLE J. LELIEVRE;VINCENNES;1;0
R. LHOMME;VINCENNES;1;0
N. MORTAGNE;LYON-PARILLY;1;0
