nom;nb_courses;nb_victoires;gains_total;somme_distances;derniere_date
FAR WEST BI;3;1;0;8175.0;2026-07-12
LEARN TO FLY;7;0;0;18850.0;2026-07-04
PHANTOM EXPRESS;3;0;0;7700.0;2026-06-13
LUCIANO MENUET;3;0;0;8250.0;2026-02-08
FAR WISE AS;1;0;0;2850.0;2026-01-10
LIZA JOSSELYN;5;1;0;13150.0;2026-04-11
LOMBOK JIEL;5;1;0;13800.0;2026-05-02
BULLET THE BLUESKY;1;0;0;2850.0;2026-01-10
LOVINO BELLO;5;0;0;11534.0;2026-07-11
MUZAN KIBUTSUJI;3;0;0;8250.0;2026-02-15
GRAN TORINO (ITY);2;0;0;5550.0;2026-01-27
GILL DORIAL;2;0;0;5550.0;2026-02-25
MAD OF YOU;4;0;0;10300.0;2026-06-15
MUST ATOUT;8;0;0;22225.0;2026-05-22
MARQUETY DE BAILLY;8;0;0;21475.0;2026-06-13
MARDOUK DE GODREL;5;0;0;13650.0;2026-06-06
MAKE YOUR DAY;9;1;0;24250.0;2026-06-21
MAGICO DE LOU;8;1;0;21525.0;2026-06-21
PARANOH NEWPORT;2;0;0;5550.0;2026-02-15
GINGER GIO;3;0;0;8250.0;2026-05-22
MAKE A DREAM;4;0;0;11100.0;2026-02-28
MAESTRO RIVER;6;0;0;16825.0;2026-04-18
KATHARINA DE MAI;3;0;0;8300.0;2026-06-01
KENAVO DU BOUILLON;12;3;0;32400.0;2026-07-12
KLASS DE DOMPIERRE;3;0;0;8000.0;2026-02-16
KID PADDLE;10;1;0;27075.0;2026-06-28
KLIC JULRY;7;0;0;19500.0;2026-06-20
KOETANE D'AVRIL;4;2;0;10150.0;2026-06-05
KALINE DU CORTA;10;0;0;26600.0;2026-07-17
KEROS DU BAS BOSQ;6;0;0;16400.0;2026-06-13
KANTISSIME WINNER;4;0;0;9550.0;2026-02-03
KEEP TIME;6;0;0;15350.0;2026-03-20
KUNG FU FAMILY;8;0;0;21575.0;2026-06-19
MOLITA;4;0;0;10700.0;2026-02-22
MA LOLA QUICK;5;0;0;12075.0;2026-05-10
MONIE DU LOISIR;9;1;0;23600.0;2026-06-28
MILADY OAKS;9;1;0;24700.0;2026-06-24
MESSINE JIHAIME;4;0;0;10250.0;2026-03-31
MISS LOUBRESSE;4;1;0;9650.0;2026-04-06
MARIA DU MATO;5;0;0;12200.0;2026-06-28
MANON DES CHAMPS;5;0;0;10950.0;2026-07-04
MANDOLINE;10;0;0;26700.0;2026-06-28
MISAKI D'OURVILLE;5;0;0;12025.0;2026-04-07
MOON TURGOT;9;0;0;24150.0;2026-07-17
MAKARA DU RAVARY;3;1;0;8275.0;2026-03-03
MILANO;3;0;0;6775.0;2026-03-18
MIO DE ROSAN;9;1;0;22350.0;2026-07-12
MAGIC PEGASUS;8;0;0;20775.0;2026-07-17
MAESTRO D'ESPACE;5;0;0;13250.0;2026-05-10
MALONG;5;0;0;14275.0;2026-06-18
MISTA GUILLERVILLE;4;1;0;10100.0;2026-03-09
MOGADOR BLEU;7;3;0;18925.0;2026-07-10
MASSIMO;6;0;0;16250.0;2026-06-12
MINI LULU;6;0;0;14450.0;2026-05-16
NATO JOSSELYN;3;1;0;7550.0;2026-07-07
NEMROD KYDE;3;0;0;6950.0;2026-04-08
NEOPHYTE GIGI;9;0;0;20625.0;2026-06-13
NUDAN WELL;1;0;0;2050.0;2026-01-10
NORIGOULET;3;0;0;6775.0;2026-01-25
N'ATTENDS PERSONNE;8;1;0;20525.0;2026-06-16
KHAZIM;6;0;0;16200.0;2026-06-01
JASMINE LOULOU;2;0;0;5400.0;2026-01-17
JASPER JOHNS;10;0;0;27550.0;2026-06-20
L'AMBASSADEUR;5;0;0;13600.0;2026-06-03
LUEGO CONTIGO;7;2;0;18350.0;2026-06-16
JO DE L'ETANG;9;0;0;24150.0;2026-07-14
JOYAUX DES ILES;2;0;0;5325.0;2026-04-12
LIZZY DE JOUDES;7;2;0;18625.0;2026-06-20
KHAN D'HERIPRE;8;0;0;21375.0;2026-06-12
JAKABINO;9;0;0;25050.0;2026-06-27
JADE MAJOR;8;0;0;20600.0;2026-06-13
ISABEY QUESNOT;5;0;0;13575.0;2026-03-31
INO DE BRION;8;0;0;21150.0;2026-06-13
JAMES DE LA VALLEE;7;1;0;19275.0;2026-06-15
KRIS MARTIN;6;0;0;17050.0;2026-04-17
HADES JULRY;3;0;0;7150.0;2026-07-14
JE REVE DE TOI;8;3;0;20909.0;2026-06-30
JUNIOR DU GRENIER;4;3;0;10900.0;2026-02-08
KING DE BASSIERE;9;2;0;23975.0;2026-06-09
JOYAU DE MASSARA;5;0;0;13225.0;2026-04-05
KALIMA DU GOUTIER;6;0;0;16200.0;2026-04-08
JASON FAC;8;2;0;22075.0;2026-06-13
KAMELIE DU CAMPUS;6;0;0;15300.0;2026-05-24
KARAOKE;4;0;0;10775.0;2026-04-08
JACEE DE BUSSIERES;1;0;0;2700.0;2026-01-10
KADIMA ERA;1;0;0;2700.0;2026-01-10
JACQUIE DU GARDEN;4;0;0;10800.0;2026-07-03
JUAN LES PINS;8;3;0;20775.0;2026-07-05
JIPSY DES AIRES;6;0;0;15775.0;2026-07-03
JACKPOT MATH;1;0;0;2700.0;2026-01-10
JEWEL SMILE;5;0;0;13475.0;2026-03-20
KIWI DU LOISIR;7;1;0;19050.0;2026-06-24
LUAP D'ORTIGE;5;0;0;13550.0;2026-06-12
LOOKING DU CAIEU;3;0;0;7400.0;2026-06-06
LITTLE OAKS;3;0;0;8100.0;2026-02-11
LESNOIX;4;0;0;11125.0;2026-05-21
LINO DE LA VALLEE;4;1;0;11050.0;2026-06-27
LUTIN DU JOUR;4;0;0;10350.0;2026-06-13
LEXO JELOCA;7;0;0;19075.0;2026-04-24
LUXOR DES CELLIERS;5;0;0;12350.0;2026-04-14
LUPIN DE LA VALLEE;5;0;0;12500.0;2026-06-29
LANCELOT VENESI;4;0;0;10250.0;2026-05-18
LUCCIANO D'OMAHA;5;0;0;12659.0;2026-07-04
LONELY JULRY;2;0;0;5400.0;2026-02-11
LA RAMEE;6;0;0;16200.0;2026-07-12
L'IMPERATRICE;4;0;0;11525.0;2026-03-08
LANCIA DE LOU;3;0;0;8225.0;2026-07-17
LIBERTY FRANCE;4;1;0;10700.0;2026-02-18
LEYLI DE LA VALLEE;7;1;0;19050.0;2026-06-27
LOUISETTE FLEURY;3;0;0;8100.0;2026-02-08
LADY BLACK ROCHEL;7;1;0;19475.0;2026-07-13
LEGENDE DU BUGEY;3;0;0;8050.0;2026-02-08
L'ILE DU TRIEUX;9;0;0;23425.0;2026-06-10
LOUNA CHIC;7;0;0;18925.0;2026-06-30
LOLA DU CHERISAY;2;0;0;4750.0;2026-01-29
LUNA MAG;6;0;0;16300.0;2026-05-09
LAIKA D'ESPACE;8;0;0;19575.0;2026-07-15
NINO PRESTO;6;0;0;15425.0;2026-07-05
NIRVANA SPIRIT;1;0;0;2875.0;2026-01-10
NIARKOS DU CEBE;6;0;0;15875.0;2026-06-17
NIKI DU GOUTIER;3;2;0;7750.0;2026-03-07
NUAGE MYSTIC;6;2;0;16150.0;2026-07-03
NEWTON LANDING;6;1;0;14950.0;2026-07-09
NASTRO D'ORO;1;0;0;2875.0;2026-01-10
NEW MAN ANGELE;4;0;0;10300.0;2026-06-27
MAUVE DE FLEUR;6;0;0;16100.0;2026-07-09
MEVA DAIRPET;1;0;0;2875.0;2026-01-10
MELLINA DE MAI;9;1;0;25000.0;2026-07-09
MAZARA;2;0;0;5025.0;2026-01-24
MINETTE DU BOIS;6;0;0;15300.0;2026-05-30
MESANGE DU RIB;5;2;0;13925.0;2026-04-09
MAMBA BERRY;5;0;0;12675.0;2026-07-04
MALIZIOSA;7;1;0;17575.0;2026-06-28
MARA;3;0;0;8400.0;2026-03-15
MILADY DES RIOULTS;5;0;0;12625.0;2026-07-15
MORZINE;1;0;0;2875.0;2026-01-10
MIDINETTE DU YUCCA;5;0;0;14275.0;2026-07-09
MISSIONDARCHE;4;0;0;11050.0;2026-04-28
MONA PAGE;8;2;0;20800.0;2026-06-08
LOVELY FAST;3;0;0;8550.0;2026-02-08
LUCKY LUKE DANOVER;6;0;0;17225.0;2026-07-16
LORD TOLLEVILLE;5;0;0;13050.0;2026-07-05
LE VOLONTAIRE;5;0;0;14175.0;2026-07-16
LACERTOSUS;7;1;0;19375.0;2026-04-26
LAZAAL;6;2;0;16975.0;2026-07-09
LE CAPTAIN JACK;2;0;0;5425.0;2026-01-18
L'AIR DU TEMPS;9;1;0;25150.0;2026-06-15
LUCKY DE POMMERAY;3;0;0;8475.0;2026-07-05
LAFAYETTE DU BOURG;6;1;0;15225.0;2026-06-29
LOKY DE JIEL;2;0;0;5825.0;2026-03-26
L'ECLAIR DE PLAY;8;0;0;20575.0;2026-05-27
L'ANGE DE BOUERE;2;0;0;6025.0;2026-01-23
LESS TIME;7;1;0;19000.0;2026-06-19
LUTIN DU PRATEL;7;0;0;19875.0;2026-07-10
LYX OF CAMARO;3;0;0;8425.0;2026-04-23
KAOURA THONIC;2;0;0;5675.0;2026-02-15
KUZCOTOPIA;4;0;0;11000.0;2026-06-13
KOUMBA DE LA NADE;3;0;0;8700.0;2026-03-15
KISS ME DOLUCIO;1;0;0;2875.0;2026-01-10
KISS ME TO LIVE;6;1;0;16650.0;2026-06-01
KELSA DES TOUCHES;2;0;0;5575.0;2026-03-22
KAMA DU METZ;7;1;0;18284.0;2026-07-11
KETTY PETTEVINIERE;3;0;0;8225.0;2026-02-08
KEILA DU PERCHE;5;0;0;14225.0;2026-04-26
KALI DES LANDIERS;17;1;0;44634.0;2026-07-01
KOMMUNES DE PLAY;8;0;0;22075.0;2026-07-17
KISS ME DU LIVET;10;1;0;25925.0;2026-06-30
KALINKA DU BREUIL;7;2;0;19825.0;2026-07-05
KALITY D'ERABLE;6;0;0;15575.0;2026-07-16
KEVA LUDOISE;6;2;0;17150.0;2026-06-25
LIZA FLIGNY;1;0;0;2875.0;2026-01-10
LANA DES LANDES;2;0;0;6000.0;2026-01-15
LIBERTY D'IPEJY;1;0;0;2875.0;2026-01-10
LEA D'HOULBEC;4;1;0;11275.0;2026-03-08
LILI MARLEEN;3;1;0;8375.0;2026-06-24
LAGUNE DE LA COTE;1;0;0;2875.0;2026-01-10
LANA DE BEAUMEE;3;0;0;8150.0;2026-04-19
LUTECE DE LA FOLIE;1;0;0;2875.0;2026-01-10
LADY FAIRY;7;2;0;18900.0;2026-07-10
LEGENDE DU BOULAY;8;0;0;21000.0;2026-06-29
LOBELIE DE GODREL;7;0;0;17850.0;2026-06-15
LIO DE PIENCOURT;5;0;0;13100.0;2026-06-18
LADY DE JANEIRO;11;1;0;27900.0;2026-07-10
NEBBIO DU LIAMONE;7;1;0;18350.0;2026-07-01
NIKY ELDE;6;0;0;15125.0;2026-07-04
NELATI DE MORGANE;8;0;0;19700.0;2026-07-11
NOT THIS TIME;9;2;0;22175.0;2026-07-04
NOBEL DU LEARD;4;0;0;10275.0;2026-05-19
NEMOS DU GOUTIER;3;0;0;8450.0;2026-07-01
NATURALE MAG;10;0;0;25450.0;2026-05-19
MAGOT D'OR PIYA;2;1;0;4250.0;2026-04-18
MALABAR MAGO;4;0;0;9825.0;2026-02-20
MELKIOR DE BAILLY;8;0;0;20725.0;2026-07-05
MERCURY DELO;8;0;0;19125.0;2026-06-13
MYTHIQUE JOSSELYN;4;0;0;9600.0;2026-02-22
MOGALDO DU PARC;2;0;0;4800.0;2026-02-17
MARENO BELLO;2;0;0;4800.0;2026-01-31
MARCHAND DE REVE;8;1;0;18950.0;2026-07-04
MAGIC DE BANVILLE;2;0;0;4800.0;2026-01-31
MILLESIME STAR;5;0;0;12275.0;2026-07-17
MITCH DE GRANOU;5;0;0;12875.0;2026-06-30
MAGIC FRIENDS;5;1;0;13400.0;2026-07-11
MUST DREAM;5;2;0;12000.0;2026-05-18
MUNCH CLUB;4;0;0;10250.0;2026-06-14
HALO AM;6;0;0;14650.0;2026-07-09
IROISE DE LA NOE;4;2;0;9800.0;2026-04-18
KANTO AVIS;5;1;0;13650.0;2026-06-30
WORKING CLASS HERO;4;0;0;11200.0;2026-02-22
JANGO VICI;5;0;0;12750.0;2026-06-06
KING OPERA;3;0;0;10200.0;2026-06-14
IMMORTAL DOC;1;0;0;2850.0;2026-01-11
J'AIME LE FOOT;3;0;0;9150.0;2026-04-18
FRANK GIO;4;0;0;10759.0;2026-04-18
KRACK TIME ATOUT;3;0;0;7700.0;2026-06-21
IZOARD VEDAQUAIS;1;0;0;2850.0;2026-01-11
KOCTEL DU DAIN;4;0;0;10300.0;2026-06-06
HOOKER BERRY;7;0;0;19850.0;2026-06-21
HASARD D'ERABLE;1;0;0;2100.0;2026-01-11
HAMONET DE CHOISEL;6;0;0;15075.0;2026-06-30
HOLD UP DU SAPTEL;4;0;0;9825.0;2026-07-11
GAZ D'OCCAGNES;7;1;0;18275.0;2026-06-16
GILMOUR;3;0;0;6350.0;2026-04-18
HABIT DE SOIREE;8;0;0;20850.0;2026-07-11
GUERRIER CASTELETS;9;0;0;22300.0;2026-06-12
IBIZA BELLA;7;1;0;16025.0;2026-07-12
GRAND ROI KALOUMA;1;0;0;2100.0;2026-01-11
GLADIATOR BOY;1;0;0;2100.0;2026-01-11
HOVE PONT VAUTIER;2;0;0;4800.0;2026-01-17
IDOLE D'OURVILLE;6;0;0;13300.0;2026-06-27
HOCHE;3;1;0;6900.0;2026-04-11
HOLD UP DREAM;2;0;0;5000.0;2026-03-04
MARVINA BELLA;6;0;0;15175.0;2026-06-19
GIORGIA D'ESI;2;0;0;5400.0;2026-02-03
MOUSKIE DE GUEZ;3;0;0;8250.0;2026-02-28
MIRA DE FROULAY;5;0;0;13200.0;2026-04-04
MONICA JISCE;1;0;0;2700.0;2026-01-11
MOSTRA DE BANVILLE;5;1;0;13950.0;2026-04-04
MOOREA DE CHANLECY;5;0;0;14150.0;2026-06-30
MY LADY CASTELLE;2;0;0;5400.0;2026-06-06
GLORY WINNER;1;0;0;2700.0;2026-01-11
LORENZO BERRY;12;0;0;31025.0;2026-06-27
LEONARDO DU DERBY;5;0;0;13425.0;2026-07-17
LOCO FLIGNY;6;1;0;15150.0;2026-06-12
LE MIRACLE;5;1;0;12075.0;2026-07-11
LENNON D'HERFRAIE;3;0;0;7650.0;2026-02-19
LORD DE BANVILLE;3;0;0;6900.0;2026-02-06
LOULOU DES OUBEAUX;7;1;0;18200.0;2026-06-24
LEXINGTON DANICA;5;1;0;12100.0;2026-05-04
LOUIS QUATORZE;5;0;0;12950.0;2026-07-09
LE MAESTRO;7;1;0;18200.0;2026-07-13
LIVINIO FLAC;4;1;0;9875.0;2026-03-13
JUMBO JACK;3;0;0;8275.0;2026-06-07
JOKER D'OLAINE;6;0;0;15150.0;2026-06-10
JAGUAR DE KARA;1;0;0;2700.0;2026-01-11
JYTRACE DE HOUELLE;5;1;0;13325.0;2026-04-30
JASPE DU DOLLAR;11;1;0;31725.0;2026-07-07
JUBLA VIKING;1;0;0;2700.0;2026-01-11
JOVIAL HAUFOR;8;2;0;20400.0;2026-06-12
JADOU DU LUPIN;5;1;0;13925.0;2026-05-22
JAMAICA BROWN;6;0;0;16750.0;2026-04-10
JOYAUX DU CHENE;7;1;0;18425.0;2026-07-14
JALON DU GOUTIER;2;0;0;5075.0;2026-03-07
INNOCENT DU BOURG;2;0;0;5075.0;2026-02-10
HEIKO VANCEEN;1;0;0;2925.0;2026-01-11
HULK DU COQ;1;0;0;2925.0;2026-01-11
FARCEUR DE L'INAM;7;0;0;19275.0;2026-07-10
HOMMAGE DE LARRE;5;1;0;13625.0;2026-03-07
GUIDO JOSSELYN;4;0;0;10375.0;2026-03-09
GIVE ME QUICK;2;0;0;5850.0;2026-01-28
GLOWING MOKO;2;0;0;5625.0;2026-02-17
FUN LOVER;3;2;0;8550.0;2026-03-07
GRIZMAN;6;0;0;17225.0;2026-06-01
HELENCIO;4;0;0;11475.0;2026-03-07
GIVE ME CASH;7;0;0;20250.0;2026-03-10
FASHIONABLE QUICK;1;0;0;2925.0;2026-01-11
MADE IN GEDE;3;0;0;8550.0;2026-02-26
MISTER DES THUYAS;9;1;0;24950.0;2026-07-15
MANITOBA;5;0;0;12800.0;2026-02-28
MARION DU CHERISAY;6;0;0;17200.0;2026-07-08
MAKHILA D'HERIPRE;2;1;0;5575.0;2026-01-18
MALICE BLEUE;6;0;0;15150.0;2026-07-10
MON BEAU MEC;8;0;0;21650.0;2026-06-13
MAJOR JENILOU;6;1;0;15950.0;2026-07-17
MAJOR GEDE;5;1;0;14400.0;2026-03-08
MILOU DE CAZOULENE;6;0;0;16450.0;2026-06-05
MELANIE WELL;3;0;0;8850.0;2026-03-20
LIKE A BIRD STAR;8;0;0;19475.0;2026-04-10
LATINO PURA VIDA;9;0;0;22625.0;2026-06-30
LORD DES FANES;10;2;0;26725.0;2026-07-13
LYNX DES BROUETS;8;2;0;21825.0;2026-06-24
LOLA D'AMOUR;4;0;0;11825.0;2026-04-24
LITTLEROK D'EURVAD;5;0;0;13625.0;2026-06-20
LOTHBROCK;11;1;0;30200.0;2026-07-09
LAZAN DE PASSIEU;6;1;0;15375.0;2026-07-13
L'AVENIR;6;0;0;17150.0;2026-05-06
LASKO DES FORGES;6;1;0;14650.0;2026-06-24
KRAKATOA BAR;10;0;0;26000.0;2026-06-26
KHAZAR DES CORVEES;9;2;0;23100.0;2026-06-24
KING KONG SMILE;6;1;0;16600.0;2026-06-02
KENDO JIEL;7;1;0;19950.0;2026-06-07
KING'S DAY;6;0;0;14825.0;2026-07-17
KAICHA;9;0;0;25925.0;2026-07-13
KANSAS QUICK;5;0;0;13600.0;2026-03-26
KERNO;5;1;0;13850.0;2026-03-07
KLEMS DE JAVIE;8;0;0;21825.0;2026-07-08
KONRAD DE CORDAY;6;1;0;16475.0;2026-07-08
KABRIEL;10;0;0;27500.0;2026-07-12
KOOL CRISTAL;5;0;0;13000.0;2026-07-10
KHARTOUM DE LA FYE;3;1;0;8775.0;2026-03-03
JAYZI DU BOURG;6;1;0;15750.0;2026-04-23
JOURUNTOME;5;2;0;12775.0;2026-07-13
JIDEO STREET;3;0;0;8525.0;2026-07-02
HAMYOT DE BOMO;10;0;0;28525.0;2026-07-10
JOLAN BOY;6;0;0;16300.0;2026-06-28
JINGALO BABEL;9;0;0;25150.0;2026-07-10
KAPORAL VISAIS;10;2;0;26525.0;2026-07-08
KATIM DU GOUTIER;3;1;0;8775.0;2026-02-17
JOCKSTRAP;7;0;0;18150.0;2026-07-10
JOE TEJY;11;0;0;28875.0;2026-07-13
IMBRIN BUROIS;9;0;0;24825.0;2026-07-10
JIQUEL;7;0;0;17800.0;2026-07-13
HAYRTON MAGIC;9;0;0;22200.0;2026-06-17
JOJO LAPIN;8;1;0;21100.0;2026-04-13
HERMES DU DON;6;0;0;15000.0;2026-05-08
GO CHICAGO;4;0;0;10750.0;2026-06-01
GAETAN;8;0;0;20850.0;2026-04-18
ISBA BESNOT;8;1;0;20500.0;2026-07-04
IMOKO MADRIK;4;0;0;9875.0;2026-03-10
JIRENZO;12;1;0;32625.0;2026-07-15
FILOU RIEZAIS;3;0;0;7725.0;2026-02-03
MECENE SAUTONNE;6;1;0;15425.0;2026-05-30
MIDNIGHT DAIRPET;5;0;0;12500.0;2026-06-01
MONEYPENNY PAN;7;0;0;17425.0;2026-07-10
MON FAVORI;4;0;0;9950.0;2026-06-20
MONTJEU;1;0;0;2050.0;2026-01-11
MANCEAU DU BRAY;6;0;0;16050.0;2026-06-29
MERLOT GALIUS;3;1;0;7375.0;2026-04-24
MAKILA OIHANEKO;4;0;0;9925.0;2026-06-01
MUGARITZ;4;3;0;9925.0;2026-07-07
MAY DU VIVIER;1;0;0;2050.0;2026-01-11
MANHATTAN DUEM;6;0;0;15225.0;2026-05-30
MADISON PLACE;1;0;0;2050.0;2026-01-11
MAGNUS DE LUCAS;2;0;0;4800.0;2026-05-15
MOUNTAIN VALLEY;3;0;0;7200.0;2026-03-15
KIARA UTINGEOISE;3;0;0;7675.0;2026-04-06
KAMELINE;2;0;0;5250.0;2026-03-29
KEV DE BEYLEV;1;0;0;2625.0;2026-01-11
KASSAV;6;0;0;16375.0;2026-06-01
KADOR DES CHAMPS;1;0;0;2625.0;2026-01-11
KWICK DU PASSAGE;5;0;0;13100.0;2026-07-16
KATOKI;5;0;0;13600.0;2026-03-13
KUEEN DES PRES;1;0;0;2625.0;2026-01-11
KESSY DU PADOUENG;4;0;0;10575.0;2026-04-06
KOKONUT BAINDOR;5;0;0;13425.0;2026-03-26
KURLING ATOUT;7;0;0;18275.0;2026-07-08
KARESSE D'EURVAD;6;0;0;16300.0;2026-06-20
KERIDA DU PADOUENG;2;1;0;4925.0;2026-06-24
KROONER D'ORION;6;0;0;14175.0;2026-06-05
KOOL DU PORHOET;4;0;0;10300.0;2026-04-10
KING'S GAME;5;1;0;13625.0;2026-04-17
ISABELLE GRAND PRE;5;0;0;12800.0;2026-04-19
KEILER DU BAS BOSQ;1;0;0;2575.0;2026-01-11
KALITA DU PADOUENG;4;0;0;10575.0;2026-03-22
JAMAICA VERDERIE;6;1;0;15150.0;2026-06-01
ISLEY GRIFF;2;0;0;5150.0;2026-02-01
JARNAC JULRY;5;0;0;13300.0;2026-04-17
JAMES DU PADOUENG;8;1;0;20925.0;2026-05-17
JAG DE MARCAY;7;2;0;18800.0;2026-07-08
JORDAN CHENEVIERE;7;0;0;18200.0;2026-05-23
KAYCAT WARRIOR;7;0;0;18275.0;2026-06-01
KYLIO DE BERTRANGE;1;0;0;2575.0;2026-01-11
JICKY DE L'ITON;3;0;0;8075.0;2026-02-08
JOYAU DE FAEL;8;0;0;21050.0;2026-07-14
KRAC MICHA;4;1;0;10500.0;2026-04-13
JACEE DULYS;4;0;0;11125.0;2026-03-29
JALNA DE PLAY;2;0;0;5150.0;2026-04-12
LOLITA DU PORHOET;1;0;0;2625.0;2026-01-11
LIFE IN ROSE;1;0;0;2625.0;2026-01-11
LADY MIL;4;0;0;10900.0;2026-03-27
LEONA JELMA;4;0;0;10675.0;2026-07-14
LADY BEGONIA;1;0;0;2625.0;2026-01-11
LUNA BLACK;5;1;0;13000.0;2026-06-20
LADY SUNSHINE;7;0;0;18800.0;2026-06-06
LIGELLA DU VIVIER;1;0;0;2625.0;2026-01-11
LAITUE DE QUERAY;4;0;0;11100.0;2026-04-12
LA CARISAIE;2;0;0;5200.0;2026-04-12
LICORNE QUICK;7;0;0;19800.0;2026-06-05
LORELEI;2;1;0;5425.0;2026-07-14
LUZ DES CHARENTES;4;0;0;10900.0;2026-03-26
LA MOME BEAUFOUR;4;2;0;10775.0;2026-06-05
ICARE DE LA BASLE;4;0;0;10175.0;2026-03-26
IGLIANO DES IRIS;6;2;0;14925.0;2026-07-14
IRIS DU LIVIER;6;3;0;14900.0;2026-06-13
HIVAROSA DU BOCAGE;7;0;0;18575.0;2026-06-24
HUBERUS;1;0;0;2050.0;2026-01-11
INDIGO PLANCHETTE;4;0;0;9125.0;2026-05-24
HERBAGER VRAC;2;0;0;4800.0;2026-02-07
HERCULE DU JOUR;1;0;0;2050.0;2026-01-11
INTUITIF BOY;2;0;0;5000.0;2026-02-27
IVRE DE JOIE;2;0;0;4625.0;2026-02-01
HUMORESQUE;2;0;0;4825.0;2026-06-21
IXIXELLE;2;0;0;4800.0;2026-02-07
JOUR DE JUIN;10;2;0;26825.0;2026-06-03
JARNY DE BERTRANGE;5;0;0;13275.0;2026-05-17
JEFFERSON DE CAREL;2;0;0;5200.0;2026-02-01
JUST BLESS;3;0;0;7800.0;2026-06-17
HADOL D'AUVRECY;5;0;0;12575.0;2026-04-06
HENRI GAILLARD;5;0;0;12550.0;2026-04-06
JOHNDEER DU DROPT;6;0;0;15700.0;2026-04-19
IGGY RUDLAND;6;1;0;16300.0;2026-05-17
HESTIA DES PLAINES;1;0;0;2625.0;2026-01-11
ILANO DE MONGOCHY;3;0;0;8375.0;2026-05-07
GOLD DE BAULON;2;0;0;5200.0;2026-02-09
ILLUSTRE DE CHENOU;5;0;0;12800.0;2026-05-04
NEED FOR LOVE;4;0;0;9500.0;2026-06-02
NIKY WAY;4;1;0;10275.0;2026-07-09
NUMBER DREAM;1;0;0;2425.0;2026-01-11
NARKOS DU CHATAULT;7;0;0;17650.0;2026-05-11
NO TIME DU DONJON;9;2;0;22775.0;2026-06-18
NICE SPEED;8;3;0;20300.0;2026-06-05
NAIADE DE LA NADE;7;0;0;18000.0;2026-06-01
NASHIRA DRY;2;1;0;4575.0;2026-03-01
NATIVITY QUICK;6;1;0;15125.0;2026-05-05
NOCE DE REVE;5;0;0;12400.0;2026-03-15
NOVA DU BOURG;1;0;0;2425.0;2026-01-11
NUNKI QUEEN;3;0;0;7300.0;2026-03-02
NEED YOU AGAIN;10;0;0;25300.0;2026-07-16
NOT GIVE UP GARDEN;4;0;0;10200.0;2026-03-29
NAGODA;2;0;0;5275.0;2026-01-26
NOVA D'ALOUETTE;3;0;0;7400.0;2026-06-20
MAESTRO DELTO;7;1;0;19550.0;2026-07-02
MAKER POULOT;2;0;0;5375.0;2026-07-09
MISTER CAMBRI;1;0;0;2425.0;2026-01-11
MORDICUS;1;0;0;2425.0;2026-01-11
MAGIC SATYNE;2;0;0;5000.0;2026-01-23
MALKER D'ALOUETTE;2;0;0;4625.0;2026-06-23
MOULTI DE LA NADE;2;0;0;5225.0;2026-06-08
MINIMUM;7;1;0;18700.0;2026-06-20
MERAPI;3;0;0;8025.0;2026-05-01
MOSCATO BELLO;1;0;0;2425.0;2026-01-11
MATCH LOVE;7;1;0;16850.0;2026-05-27
MAFIA MIL;6;0;0;15300.0;2026-05-19
MISS DE CHOTA;2;0;0;4825.0;2026-01-18
MIDJI CHALEONAISE;3;1;0;7250.0;2026-02-07
MADRYADE DE CHENU;2;0;0;5375.0;2026-06-29
MAKING MUSIC;6;0;0;16525.0;2026-06-29
MENEUSE DE HOUELLE;11;2;0;28350.0;2026-07-14
MAJORA BELLA;8;0;0;21725.0;2026-06-27
MADAME DELO;4;0;0;9800.0;2026-03-01
MESANGE DE DAIDOU;3;0;0;6675.0;2026-07-03
MISS LADY QUICK;4;1;0;9850.0;2026-07-16
MORGANE DU MOULIN;5;0;0;13375.0;2026-06-29
MELODY MADJI;4;0;0;10175.0;2026-07-12
KENYA DE DALINE;1;0;0;3125.0;2026-01-11
KENNEDY TOUCH;3;0;0;9000.0;2026-05-30
KANDJAR RANAIS;4;0;0;11550.0;2026-05-08
KIMIKO;4;0;0;11650.0;2026-03-22
KALIPSOE DU MELEUC;1;0;0;3125.0;2026-01-11
KOALA MIQUELLERIE;2;0;0;6275.0;2026-01-23
KALYNKA LANDING;5;0;0;13925.0;2026-05-29
KRACDARCHE;8;2;0;21525.0;2026-06-22
KELLE PONT VAUTIER;5;0;0;14350.0;2026-04-26
KILLER ZOFE;7;1;0;17859.0;2026-07-04
KANGOO DU CANTER;4;1;0;11525.0;2026-06-28
KIRIA DE CASTELLE;3;0;0;8975.0;2026-07-04
KARLIE MALCO;5;0;0;14625.0;2026-06-01
KARATE KING;7;0;0;19950.0;2026-06-20
KIBRILLE MONTAVAL;3;0;0;8375.0;2026-02-21
KHEOPS SAINT CLAIR;8;0;0;20350.0;2026-06-23
LONYX;2;0;0;6125.0;2026-01-16
LOUXOR TONIQUE;6;3;0;17725.0;2026-07-02
LOKY D'ANCLEMAX;4;0;0;12000.0;2026-05-14
LOOKING GOOD ER;2;0;0;5550.0;2026-01-21
LASTRONAUT DANOVER;6;1;0;17075.0;2026-07-07
LASCAR DE BEAUM;2;0;0;5825.0;2026-01-20
LOVER FACE BOY;4;0;0;11425.0;2026-03-15
LEGGERO DES RAYERS;2;0;0;5925.0;2026-07-05
