date;race_id;numero;score;resultat;p_marche_final
2026-02-01;20260201-R10C5;11;-2.29457;0;0.04004
2026-02-01;20260201-R10C5;12;-3.94462;0;0.04204
2026-02-01;20260201-R10C5;13;-3.99186;0;0.00816
2026-02-01;20260201-R10C5;14;-3.01125;0;0.00816
2026-02-01;20260201-R10C5;15;-1.64146;0;0.00406
2026-02-01;20260201-R10C5;16;3.55906;0;0.1038
2026-02-01;20260201-R10C6;1;-5.53307;0;0.01787
2026-02-01;20260201-R10C6;2;-8.81088;0;0.00469
2026-02-01;20260201-R10C6;3;6.96713;1;0.08572
2026-02-01;20260201-R10C6;4;-1.41272;0;0.015
2026-02-01;20260201-R10C6;5;-3.73205;0;0.01217
2026-02-01;20260201-R10C6;6;2.53677;0;0.04667
2026-02-01;20260201-R10C6;7;3.84423;0;0.06462
2026-02-01;20260201-R10C6;8;8.54768;0;0.14737
2026-02-01;20260201-R10C6;9;-4.41688;0;0.13334
2026-02-01;20260201-R10C6;10;-3.75454;0;0.17501
2026-02-01;20260201-R10C6;11;5.33794;0;0.06462
2026-02-01;20260201-R10C6;12;2.93405;0;0.07637
2026-02-01;20260201-R10C6;13;-2.78722;0;0.06
2026-02-01;20260201-R10C6;14;0.27957;0;0.09655
2026-02-01;20260201-R10C7;1;2.91803;0;0.20181
2026-02-01;20260201-R10C7;2;-2.10956;0;0.09213
2026-02-01;20260201-R10C7;3;2.59885;0;0.18034
2026-02-01;20260201-R10C7;4;-1.22773;0;0.01662
2026-02-01;20260201-R10C7;5;3.88005;0;0.11772
2026-02-01;20260201-R10C7;6;-1.34226;0;0.02923
2026-02-01;20260201-R10C7;7;5.07587;0;0.09856
2026-02-01;20260201-R10C7;9;-6.59421;0;0.01228
2026-02-01;20260201-R10C7;10;5.94019;0;0.13895
2026-02-01;20260201-R10C7;11;-3.70136;1;0.07705
2026-02-01;20260201-R10C7;12;-5.43786;0;0.03532
2026-02-01;20260201-R10C8;1;-1.23061;0;0.0292
2026-02-01;20260201-R10C8;2;-5.96586;0;0.03388
2026-02-01;20260201-R10C8;3;0.32498;0;0.04705
2026-02-01;20260201-R10C8;4;1.90267;0;0.19695
2026-02-01;20260201-R10C8;5;-9.1039;1;0.04033
2026-02-01;20260201-R10C8;6;7.02647;0;0.15123
2026-02-01;20260201-R10C8;7;1.90069;0;0.05646
2026-02-01;20260201-R10C8;8;0.94445;0;0.02647
2026-02-01;20260201-R10C8;9;-4.06214;0;0.00873
2026-02-01;20260201-R10C8;10;3.88627;0;0.0385
2026-02-01;20260201-R10C8;11;-3.70021;0;0.00873
2026-02-01;20260201-R10C8;12;-5.12197;0;0.01764
2026-02-01;20260201-R10C8;13;7.58148;0;0.0901
2026-02-01;20260201-R10C8;14;0.0577;0;0.0242
2026-02-01;20260201-R10C8;15;5.19254;0;0.1882
2026-02-01;20260201-R10C8;16;0.36744;0;0.04234
2026-02-01;20260201-R11C1;1;1.21485;0;0.04028
2026-02-01;20260201-R11C1;2;4.31174;0;0.06506
2026-02-01;20260201-R11C1;3;-0.73831;0;0.19669
2026-02-01;20260201-R11C1;4;-5.32227;0;0.08458
2026-02-01;20260201-R11C1;5;-3.58637;0;0.13425
2026-02-01;20260201-R11C1;6;-2.74732;0;0.06506
2026-02-01;20260201-R11C1;7;-2.91134;1;0.14096
2026-02-01;20260201-R11C1;8;0.23263;0;0.07048
2026-02-01;20260201-R11C1;9;10.09857;0;0.13215
2026-02-01;20260201-R11C1;10;-0.55219;0;0.07048
2026-02-01;20260201-R11C2;1;-6.03628;0;0.01102
2026-02-01;20260201-R11C2;2;3.64122;0;0.03349
2026-02-01;20260201-R11C2;3;-2.05979;0;0.04407
2026-02-01;20260201-R11C2;4;-3.70797;0;0.01102
2026-02-01;20260201-R11C2;5;3.96638;0;0.06978
2026-02-01;20260201-R11C2;6;0.44618;0;0.05582
2026-02-01;20260201-R11C2;7;-2.61899;0;0.01861
2026-02-01;20260201-R11C2;8;4.57079;0;0.13955
2026-02-01;20260201-R11C2;9;0.64549;0;0.08373
2026-02-01;20260201-R11C2;10;2.26211;0;0.07612
2026-02-01;20260201-R11C2;11;-5.27103;0;0.01861
2026-02-01;20260201-R11C2;12;0.71022;0;0.03806
2026-02-01;20260201-R11C2;13;-2.07088;0;0.04407
2026-02-01;20260201-R11C2;14;3.88973;1;0.19936
2026-02-01;20260201-R11C2;15;3.30784;0;0.10088
2026-02-01;20260201-R11C2;16;-1.67503;0;0.05582
2026-02-01;20260201-R11C3;1;-0.56497;0;0.0468
2026-02-01;20260201-R11C3;2;0.32437;0;0.08425
2026-02-01;20260201-R11C3;3;-1.35577;0;0.0468
2026-02-01;20260201-R11C3;4;-3.21074;0;0.05616
2026-02-01;20260201-R11C3;5;0.21033;0;0.04012
2026-02-01;20260201-R11C3;6;-4.74137;0;0.02633
2026-02-01;20260201-R11C3;7;4.36862;0;0.05265
2026-02-01;20260201-R11C3;8;2.42747;1;0.23402
2026-02-01;20260201-R11C3;9;-7.11087;0;0.02633
2026-02-01;20260201-R11C3;11;4.38896;0;0.1478
2026-02-01;20260201-R11C3;12;-3.25512;0;0.01719
2026-02-01;20260201-R11C3;13;0.80598;0;0.03009
2026-02-01;20260201-R11C3;14;7.71311;0;0.19147
2026-02-01;20260201-R11C5;1;1.57564;0;0.05279
2026-02-01;20260201-R11C5;2;-1.10374;0;0.02559
2026-02-01;20260201-R11C5;3;-6.584;0;0.01724
2026-02-01;20260201-R11C5;4;10.62443;0;0.13622
2026-02-01;20260201-R11C5;5;9.81332;0;0.33783
2026-02-01;20260201-R11C5;6;-0.77172;0;0.07038
2026-02-01;20260201-R11C5;7;-3.00664;0;0.10828
2026-02-01;20260201-R11C5;8;-5.68775;0;0.04968
2026-02-01;20260201-R11C5;9;1.48842;1;0.12065
2026-02-01;20260201-R11C5;10;-1.14728;0;0.02559
2026-02-01;20260201-R11C5;11;-3.95177;0;0.03016
2026-02-01;20260201-R11C5;12;-1.24892;0;0.02559
2026-02-01;20260201-R11C6;1;-3.9472;0;0.0198
2026-02-01;20260201-R11C6;2;1.0655;0;0.0258
2026-02-01;20260201-R11C6;3;-2.21558;0;0.03153
2026-02-01;20260201-R11C6;4;3.41837;0;0.07739
2026-02-01;20260201-R11C6;5;3.09549;0;0.13302
2026-02-01;20260201-R11C6;6;-1.74975;0;0.0473
2026-02-01;20260201-R11C6;7;0.14723;0;0.09355
2026-02-01;20260201-R11C6;8;-2.91048;0;0.03405
2026-02-01;20260201-R11C6;9;7.80119;0;0.10135
2026-02-01;20260201-R11C6;10;-5.71831;0;0.01182
2026-02-01;20260201-R11C6;11;-2.37815;0;0.01577
2026-02-01;20260201-R11C6;12;-4.51197;0;0.01577
2026-02-01;20260201-R11C6;13;-3.73466;0;0.0198
2026-02-01;20260201-R11C6;14;-0.19109;0;0.08513
2026-02-01;20260201-R11C6;15;7.78977;0;0.11056
2026-02-01;20260201-R11C6;16;4.03964;1;0.17736
2026-02-01;20260201-R11C7;1;-3.33735;0;0.04025
2026-02-01;20260201-R11C7;3;-5.20113;0;0.05283
2026-02-01;20260201-R11C7;4;1.89992;0;0.06038
2026-02-01;20260201-R11C7;5;-1.24475;0;0.01966
2026-02-01;20260201-R11C7;6;4.1745;1;0.16906
2026-02-01;20260201-R11C7;7;-4.12702;0;0.04696
2026-02-01;20260201-R11C7;8;-3.62527;0;0.13418
2026-02-01;20260201-R11C7;9;0.5629;0;0.04025
2026-02-01;20260201-R11C7;10;5.50212;0;0.02167
2026-02-01;20260201-R11C7;11;5.05873;0;0.18785
2026-02-01;20260201-R11C7;12;-0.49574;0;0.02348
2026-02-01;20260201-R11C7;13;1.74293;0;0.01966
2026-02-01;20260201-R11C7;14;-0.90983;0;0.18376
2026-02-01;20260201-R12C1;1;1.42328;0;0.03385
2026-02-01;20260201-R12C1;2;2.60233;0;0.15673
2026-02-01;20260201-R12C1;3;1.33124;0;0.22273
2026-02-01;20260201-R12C1;4;-8.12519;1;0.06511
2026-02-01;20260201-R12C1;5;-3.74881;0;0.01411
2026-02-01;20260201-R12C1;6;0.72505;0;0.0094
2026-02-01;20260201-R12C1;7;2.75028;0;0.0529
2026-02-01;20260201-R12C1;8;0.26118;0;0.06045
2026-02-01;20260201-R12C1;9;2.78066;0;0.38471
2026-02-01;20260201-R12C2;1;3.9439;0;0.00551
2026-02-01;20260201-R12C2;2;1.89189;0;0.0907
2026-02-01;20260201-R12C2;3;3.10118;1;0.07668
2026-02-01;20260201-R12C2;4;-5.9577;0;0.02481
2026-02-01;20260201-R12C2;5;0.90133;0;0.0222
2026-02-01;20260201-R12C2;6;-2.83565;0;0.02812
2026-02-01;20260201-R12C2;7;3.41082;0;0.0111
2026-02-01;20260201-R12C2;8;-1.6441;0;0.22798
2026-02-01;20260201-R12C2;9;0.11551;0;0.16539
2026-02-01;20260201-R12C2;10;-6.46172;0;0.0111
2026-02-01;20260201-R12C2;11;1.01947;0;0.03667
2026-02-01;20260201-R12C2;12;-2.75471;0;0.01654
2026-02-01;20260201-R12C2;13;3.57484;0;0.2721
2026-02-01;20260201-R12C2;14;1.69494;0;0.0111
2026-02-01;20260201-R12C3;1;3.82401;0;0.08589
2026-02-01;20260201-R12C3;2;-2.3441;0;0.02238
2026-02-01;20260201-R12C3;3;-4.73189;0;0.00877
2026-02-01;20260201-R12C3;4;-2.47181;0;0.03543
2026-02-01;20260201-R12C3;5;-2.24931;0;0.02238
2026-02-01;20260201-R12C3;6;4.54575;0;0.17714
2026-02-01;20260201-R12C3;7;0.69675;0;0.02238
2026-02-01;20260201-R12C3;8;2.16189;0;0.26572
2026-02-01;20260201-R12C3;9;-1.68164;0;0.02932
2026-02-01;20260201-R12C3;10;-0.95226;0;0.12147
2026-02-01;20260201-R12C3;11;0.89878;0;0.02429
2026-02-01;20260201-R12C3;12;2.30384;1;0.18485
2026-02-01;20260201-R12C5;1;-4.35975;0;0.01652
2026-02-01;20260201-R12C5;2;-4.52686;0;0.00726
2026-02-01;20260201-R12C5;3;-5.00307;0;0.00726
2026-02-01;20260201-R12C5;4;0.15619;0;0.07661
2026-02-01;20260201-R12C5;5;0.65185;0;0.06482
2026-02-01;20260201-R12C5;6;-2.33801;0;0.00362
2026-02-01;20260201-R12C5;7;-2.12147;0;0.00726
2026-02-01;20260201-R12C5;8;-0.26289;0;0.17197
2026-02-01;20260201-R12C5;9;5.86269;0;0.05267
2026-02-01;20260201-R12C5;10;-0.96676;0;0.06482
2026-02-01;20260201-R12C5;11;6.59074;1;0.25535
2026-02-01;20260201-R12C5;12;6.31734;0;0.27183
2026-02-01;20260201-R12C6;1;-2.53727;0;0.00317
2026-02-01;20260201-R12C6;2;-0.58897;0;0.08442
2026-02-01;20260201-R12C6;3;-1.89452;0;0.07035
2026-02-01;20260201-R12C6;4;-1.07367;0;0.13616
2026-02-01;20260201-R12C6;5;2.38326;0;0.1876
2026-02-01;20260201-R12C6;6;-3.39411;0;0.01593
2026-02-01;20260201-R12C6;7;-0.42014;0;0.02222
2026-02-01;20260201-R12C6;8;7.13943;0;0.21646
2026-02-01;20260201-R12C6;9;-7.20824;0;0.01431
2026-02-01;20260201-R12C6;10;-2.05045;0;0.02723
2026-02-01;20260201-R12C6;11;9.64469;1;0.22216
2026-02-01;20260201-R12C7;1;-2.07371;0;0.00462
2026-02-01;20260201-R12C7;2;2.1879;0;0.07643
2026-02-01;20260201-R12C7;3;-2.58029;0;0.01868
2026-02-01;20260201-R12C7;4;-1.40287;0;0.0023
2026-02-01;20260201-R12C7;5;-5.54953;0;0.00924
2026-02-01;20260201-R12C7;6;-5.5102;0;0.0023
2026-02-01;20260201-R12C7;7;-1.14654;1;0.12185
2026-02-01;20260201-R12C7;8;3.73155;0;0.38216
2026-02-01;20260201-R12C7;9;2.98067;0;0.16168
2026-02-01;20260201-R12C7;10;-2.44049;0;0
2026-02-01;20260201-R12C7;11;1.1858;0;0.03503
2026-02-01;20260201-R12C7;12;-1.63081;0;0.00695
2026-02-01;20260201-R12C7;13;11.48925;0;0.05605
2026-02-01;20260201-R12C7;14;-0.52659;0;0.04425
2026-02-01;20260201-R12C7;15;-3.81176;0;0.04946
2026-02-01;20260201-R12C7;16;5.09761;0;0.02899
2026-02-02;20260202-R3C2;1;-9.89561;0;0.01192
2026-02-02;20260202-R3C2;2;-3.89303;0;0.01324
2026-02-02;20260202-R3C2;3;6.504;1;0.43914
2026-02-02;20260202-R3C2;4;1.57698;0;0.16687
2026-02-02;20260202-R3C2;5;-0.31301;0;0.11125
2026-02-02;20260202-R3C2;6;-0.39552;0;0.03477
2026-02-02;20260202-R3C2;7;7.83242;0;0.09169
2026-02-02;20260202-R3C2;8;-4.88012;0;0.01987
2026-02-02;20260202-R3C2;9;3.4639;0;0.11125
2026-02-02;20260202-R3C4;1;6.14715;0;0.04209
2026-02-02;20260202-R3C4;2;-5.96265;0;0.07653
2026-02-02;20260202-R3C4;3;-2.29839;0;0.09353
2026-02-02;20260202-R3C4;4;5.07026;0;0.12379
2026-02-02;20260202-R3C4;5;-1.74857;0;0.0183
2026-02-02;20260202-R3C4;6;-3.05181;0;0.01108
2026-02-02;20260202-R3C4;7;-4.22952;0;0.23383
2026-02-02;20260202-R3C4;8;6.07353;1;0.40085
2026-02-02;20260202-R3C5;1;-2.84265;0;0.00667
2026-02-02;20260202-R3C5;2;-3.23188;0;0.01682
2026-02-02;20260202-R3C5;3;-3.41667;0;0.02102
2026-02-02;20260202-R3C5;4;-1.3029;0;0.00719
2026-02-02;20260202-R3C5;5;12.00176;0;0.52554
2026-02-02;20260202-R3C5;6;-0.67553;0;0.04426
2026-02-02;20260202-R3C5;7;-2.2115;0;0.00914
2026-02-02;20260202-R3C5;8;0.977;1;0.0914
2026-02-02;20260202-R3C5;9;-4.17537;0;0.00731
2026-02-02;20260202-R3C5;10;1.07278;0;0.01752
2026-02-02;20260202-R3C5;11;1.65947;0;0.15865
2026-02-02;20260202-R3C5;12;2.14547;0;0.09448
2026-02-02;20260202-R3C6;1;-3.70806;0;0.01108
2026-02-02;20260202-R3C6;2;-0.39066;0;0.08424
2026-02-02;20260202-R3C6;3;-2.51263;0;0.0468
2026-02-02;20260202-R3C6;4;3.72516;1;0.29047
2026-02-02;20260202-R3C6;5;-5.09178;0;0.01755
2026-02-02;20260202-R3C6;6;-0.56311;0;0.0351
2026-02-02;20260202-R3C6;7;1.69453;0;0.13371
2026-02-02;20260202-R3C6;8;1.63248;0;0.10028
2026-02-02;20260202-R3C6;9;5.21408;0;0.28078
2026-02-02;20260202-R3C7;1;-5.98683;0;0.00799
2026-02-02;20260202-R3C7;2;-3.99322;0;0.02681
2026-02-02;20260202-R3C7;3;-3.74249;0;0.01598
2026-02-02;20260202-R3C7;4;-1.93358;0;0.03778
2026-02-02;20260202-R3C7;5;1.14712;0;0.01259
2026-02-02;20260202-R3C7;6;1.8806;0;0.1511
2026-02-02;20260202-R3C7;7;-2.19561;0;0.08936
2026-02-02;20260202-R3C7;8;-3.64371;0;0.00913
2026-02-02;20260202-R3C7;9;16.10005;0;0.51941
2026-02-02;20260202-R3C7;10;2.36766;1;0.12985
2026-02-02;20260202-R4C1;1;1.54787;1;0.32654
2026-02-02;20260202-R4C1;2;3.60232;0;0.12129
2026-02-02;20260202-R4C1;3;0.85286;0;0.18064
2026-02-02;20260202-R4C1;4;2.79621;0;0.01196
2026-02-02;20260202-R4C1;5;5.25018;0;0.1132
2026-02-02;20260202-R4C1;6;-1.80845;0;0.13061
2026-02-02;20260202-R4C1;7;-9.9313;0;0.01769
2026-02-02;20260202-R4C1;8;-5.35233;0;0.01103
2026-02-02;20260202-R4C1;9;6.33706;0;0.07718
2026-02-02;20260202-R4C1;10;-3.29443;0;0.00987
2026-02-02;20260202-R4C2;1;-3.82936;0;0.03519
2026-02-02;20260202-R4C2;2;1.51498;0;0.04968
2026-02-02;20260202-R4C2;3;5.42914;0;0.3839
2026-02-02;20260202-R4C2;4;5.23853;0;0.07038
2026-02-02;20260202-R4C2;5;4.47436;0;0.19195
2026-02-02;20260202-R4C2;6;-4.66046;0;0.09936
2026-02-02;20260202-R4C2;7;-4.47557;1;0.12797
2026-02-02;20260202-R4C2;8;0.46897;0;0.00836
2026-02-02;20260202-R4C2;9;-1.5064;0;0.00692
2026-02-02;20260202-R4C2;10;-2.53222;0;0.00704
2026-02-02;20260202-R4C2;11;-3.81069;0;0.00918
2026-02-02;20260202-R4C2;12;3.68873;0;0.01005
2026-02-02;20260202-R4C3;1;9.00022;0;0.12964
2026-02-02;20260202-R4C3;2;2.34342;0;0.08599
2026-02-02;20260202-R4C3;3;1.51391;0;0.03511
2026-02-02;20260202-R4C3;4;6.57987;0;0.33707
2026-02-02;20260202-R4C3;5;4.51543;0;0.11387
2026-02-02;20260202-R4C3;6;-1.67423;0;0.02408
2026-02-02;20260202-R4C3;7;-4.33448;1;0.16205
2026-02-02;20260202-R4C3;8;-0.77699;0;0.01053
2026-02-02;20260202-R4C3;9;-3.45864;0;0.0383
2026-02-02;20260202-R4C3;10;-4.12209;0;0.01428
2026-02-02;20260202-R4C3;11;-1.69948;0;0.00906
2026-02-02;20260202-R4C3;12;-6.02846;0;0.00598
2026-02-02;20260202-R4C3;13;-0.8327;0;0.00685
2026-02-02;20260202-R4C3;14;-1.02577;0;0.02718
2026-02-02;20260202-R4C4;1;0.21587;0;0.17187
2026-02-02;20260202-R4C4;2;0.65783;0;0.06478
2026-02-02;20260202-R4C4;3;-3.98224;0;0.03369
2026-02-02;20260202-R4C4;4;1.07072;0;0.02054
2026-02-02;20260202-R4C4;5;-0.08227;0;0.16843
2026-02-02;20260202-R4C4;6;0.90139;0;0.27166
2026-02-02;20260202-R4C4;7;-3.63021;0;0.03008
2026-02-02;20260202-R4C4;8;1.45927;0;0.02105
2026-02-02;20260202-R4C4;9;6.39464;0;0.02807
2026-02-02;20260202-R4C4;10;-6.97072;0;0.00624
2026-02-02;20260202-R4C4;11;-0.45203;0;0.00653
2026-02-02;20260202-R4C4;12;1.89026;1;0.11229
2026-02-02;20260202-R4C4;13;2.5275;0;0.06478
2026-02-02;20260202-R4C6;1;8.3682;0;0.06455
2026-02-02;20260202-R4C6;2;-3.73735;0;0.00865
2026-02-02;20260202-R4C6;3;4.42142;1;0.41956
2026-02-02;20260202-R4C6;4;0.95784;0;0.05994
2026-02-02;20260202-R4C6;5;-1.94505;0;0.03227
2026-02-02;20260202-R4C6;6;2.2604;0;0.09872
2026-02-02;20260202-R4C6;7;-0.81854;0;0.01376
2026-02-02;20260202-R4C6;8;2.01463;0;0.13756
2026-02-02;20260202-R4C6;9;-4.9245;0;0.01182
2026-02-02;20260202-R4C6;10;-1.6308;0;0.02208
2026-02-02;20260202-R4C6;11;-4.39077;0;0.01291
2026-02-02;20260202-R4C6;12;-0.57549;0;0.11819
2026-02-02;20260202-R4C7;1;2.10753;0;0.26351
2026-02-02;20260202-R4C7;2;-1.37541;0;0.01721
2026-02-02;20260202-R4C7;3;11.86725;1;0.4438
2026-02-02;20260202-R4C7;4;-5.76298;0;0.04015
2026-02-02;20260202-R4C7;5;-4.09387;0;0.04438
2026-02-02;20260202-R4C7;6;-0.43486;0;0.02908
2026-02-02;20260202-R4C7;7;-1.7511;0;0.13175
2026-02-02;20260202-R4C7;8;-0.55657;0;0.03012
2026-02-02;20260202-R4C8;1;-0.03219;0;0.04027
2026-02-02;20260202-R4C8;2;4.18694;0;0.03383
2026-02-02;20260202-R4C8;3;5.54642;1;0.49743
2026-02-02;20260202-R4C8;4;-9.31592;0;0.01922
2026-02-02;20260202-R4C8;5;0.52933;0;0.04974
2026-02-02;20260202-R4C8;6;3.65089;0;0.03252
2026-02-02;20260202-R4C8;7;0.76987;0;0.08456
2026-02-02;20260202-R4C8;8;-1.17329;0;0.07688
2026-02-02;20260202-R4C8;9;0.52558;0;0.13423
2026-02-02;20260202-R4C8;10;-4.68762;0;0.03132
2026-02-03;20260203-R1C1;1;-7.82995;0;0.01569
2026-02-03;20260203-R1C1;2;2.3705;0;0.05647
2026-02-03;20260203-R1C1;3;2.34621;1;0.21176
2026-02-03;20260203-R1C1;4;-1.23344;0;0.07059
2026-02-03;20260203-R1C1;5;-2.01718;0;0.04034
2026-02-03;20260203-R1C1;6;-3.91912;0;0.1086
2026-02-03;20260203-R1C1;7;4.75265;0;0.1629
2026-02-03;20260203-R1C1;8;8.20046;0;0.14118
2026-02-03;20260203-R1C1;9;-2.70888;0;0.02172
2026-02-03;20260203-R1C1;10;-5.74948;0;0.01629
2026-02-03;20260203-R1C1;11;0.85209;0;0.03683
2026-02-03;20260203-R1C1;12;-1.62656;0;0.04706
2026-02-03;20260203-R1C1;13;-0.56474;0;0.01412
2026-02-03;20260203-R1C1;14;7.12743;0;0.05647
2026-02-03;20260203-R1C3;1;-2.80933;0;0.01291
2026-02-03;20260203-R1C3;2;3.09043;1;0.21854
2026-02-03;20260203-R1C3;3;-4.2229;0;0.03874
2026-02-03;20260203-R1C3;4;2.8237;0;0.20293
2026-02-03;20260203-R1C3;5;-2.79227;0;0.03044
2026-02-03;20260203-R1C3;6;4.79641;0;0.13972
2026-02-03;20260203-R1C3;7;-6.76014;0;0.01578
2026-02-03;20260203-R1C3;8;5.87409;0;0.34092
2026-02-03;20260203-R1C5;1;-6.98785;0;0.00797
2026-02-03;20260203-R1C5;2;-0.57306;0;0.03985
2026-02-03;20260203-R1C5;3;-3.14194;0;0.04649
2026-02-03;20260203-R1C5;4;-3.25553;0;0.02536
2026-02-03;20260203-R1C5;5;8.74316;0;0.41837
2026-02-03;20260203-R1C5;6;-0.39806;0;0.01468
2026-02-03;20260203-R1C5;7;4.67834;0;0.19459
2026-02-03;20260203-R1C5;8;3.4848;0;0.08367
2026-02-03;20260203-R1C5;9;-6.6013;0;0.00721
2026-02-03;20260203-R1C5;10;-3.86789;1;0.05977
2026-02-03;20260203-R1C5;11;7.91934;0;0.10204
2026-02-03;20260203-R1C6;1;-2.78282;0;0.12384
2026-02-03;20260203-R1C6;2;1.0207;0;0.11696
2026-02-03;20260203-R1C6;4;-1.7022;0;0.04953
2026-02-03;20260203-R1C6;5;-1.62134;1;0.38277
2026-02-03;20260203-R1C6;6;0.54894;0;0.05263
2026-02-03;20260203-R1C6;7;-2.71359;0;0.02807
2026-02-03;20260203-R1C6;8;10.06378;0;0.17186
2026-02-03;20260203-R1C6;9;-2.63395;0;0.00957
2026-02-03;20260203-R1C6;10;-0.17952;0;0.06478
2026-02-03;20260203-R1C7;1;2.30465;0;0.04998
2026-02-03;20260203-R1C7;2;-5.82353;0;0.03035
2026-02-03;20260203-R1C7;3;5.17101;0;0.12496
2026-02-03;20260203-R1C7;4;-0.44124;0;0.03862
2026-02-03;20260203-R1C7;5;-1.56651;0;0.02499
2026-02-03;20260203-R1C7;6;-6.53052;0;0.01062
2026-02-03;20260203-R1C7;7;4.44581;1;0.44723
2026-02-03;20260203-R1C7;8;-1.67641;0;0.08851
2026-02-03;20260203-R1C7;9;4.11673;0;0.18473
2026-02-03;20260203-R4C1;1;-2.30832;0;0.0097
2026-02-03;20260203-R4C1;2;-5.28965;0;0.0211
2026-02-03;20260203-R4C1;3;1.8093;0;0.16546
2026-02-03;20260203-R4C1;4;3.75652;0;0.09073
2026-02-03;20260203-R4C1;5;0.4064;0;0.08438
2026-02-03;20260203-R4C1;6;-1.92438;0;0.01962
2026-02-03;20260203-R4C1;7;-3.74716;0;0.08438
2026-02-03;20260203-R4C1;8;11.83475;1;0.33753
2026-02-03;20260203-R4C1;9;2.80327;0;0.16546
2026-02-03;20260203-R4C1;10;-7.34072;0;0.02164
2026-02-03;20260203-R4C2;1;3.10057;1;0.20798
2026-02-03;20260203-R4C2;2;0.80086;0;0.05685
2026-02-03;20260203-R4C2;3;1.43558;0;0.08882
2026-02-03;20260203-R4C2;4;0.44159;0;0.10399
2026-02-03;20260203-R4C2;5;-0.21436;0;0.13324
2026-02-03;20260203-R4C2;6;-1.20947;0;0.11523
2026-02-03;20260203-R4C2;7;-1.00066;0;0.0208
2026-02-03;20260203-R4C2;8;2.78243;0;0.23046
2026-02-03;20260203-R4C2;9;-6.13654;0;0.04264
2026-02-03;20260203-R4C3;1;4.96569;0;0.0759
2026-02-03;20260203-R4C3;2;0.67496;0;0.12099
2026-02-03;20260203-R4C3;3;3.61299;0;0.06957
2026-02-03;20260203-R4C3;4;-2.61338;0;0.04638
2026-02-03;20260203-R4C3;5;-3.96058;0;0.03975
2026-02-03;20260203-R4C3;6;-1.05893;0;0.05566
2026-02-03;20260203-R4C3;7;1.72127;1;0.34785
2026-02-03;20260203-R4C3;8;-2.10123;0;0.04638
2026-02-03;20260203-R4C3;9;3.80305;0;0.0759
2026-02-03;20260203-R4C3;10;-5.03093;0;0.0363
2026-02-03;20260203-R4C3;11;-3.13787;0;0.01575
2026-02-03;20260203-R4C3;12;3.12496;0;0.06957
2026-02-03;20260203-R4C4;1;-1.53728;0;0.0052
2026-02-03;20260203-R4C4;2;-0.40087;0;0.05613
2026-02-03;20260203-R4C4;3;12.87877;0;0.22155
2026-02-03;20260203-R4C4;4;-9.05645;0;0.00886
2026-02-03;20260203-R4C4;5;-0.7228;0;0.01186
2026-02-03;20260203-R4C4;6;1.12616;0;0.01427
2026-02-03;20260203-R4C4;7;-1.12087;0;0.02004
2026-02-03;20260203-R4C4;8;0.28146;0;0.07654
2026-02-03;20260203-R4C4;9;-3.99346;0;0.0081
2026-02-03;20260203-R4C4;10;-1.92963;0;0.01276
2026-02-03;20260203-R4C4;11;3.83688;0;0.00935
2026-02-03;20260203-R4C4;12;0.49929;0;0.00825
2026-02-03;20260203-R4C4;13;3.27708;1;0.10143
2026-02-03;20260203-R4C4;14;-3.50514;0;0.07654
2026-02-03;20260203-R4C4;15;1.94737;0;0.33675
2026-02-03;20260203-R4C4;16;-1.58052;0;0.03238
2026-02-03;20260203-R4C5;1;-4.14067;0;0.02079
2026-02-03;20260203-R4C5;2;1.9459;0;0.32777
2026-02-03;20260203-R4C5;3;1.80486;0;0.03874
2026-02-03;20260203-R4C5;4;-1.2443;0;0.09164
2026-02-03;20260203-R4C5;5;-2.62967;1;0.05326
2026-02-03;20260203-R4C5;6;1.76292;0;0.10393
2026-02-03;20260203-R4C5;7;-2.68411;0;0.07102
2026-02-03;20260203-R4C5;8;1.8423;0;0.20291
2026-02-03;20260203-R4C5;9;-1.98724;0;0.04734
2026-02-03;20260203-R4C5;10;5.33;0;0.04261
2026-02-03;20260203-R4C6;1;-8.24698;0;0.02465
2026-02-03;20260203-R4C6;2;-2.92925;0;0.02465
2026-02-03;20260203-R4C6;3;0.09021;0;0.07621
2026-02-03;20260203-R4C6;4;-3.41622;0;0.03224
2026-02-03;20260203-R4C6;5;1.69506;0;0.02266
2026-02-03;20260203-R4C6;6;11.09141;1;0.29938
2026-02-03;20260203-R4C6;7;-3.35999;0;0.02891
2026-02-03;20260203-R4C6;8;1.83063;0;0.08467
2026-02-03;20260203-R4C6;9;-3.25757;0;0.05239
2026-02-03;20260203-R4C6;10;4.51589;0;0.27041
2026-02-03;20260203-R4C6;11;1.98681;0;0.08383
2026-02-03;20260203-R4C7;1;0.08994;0;0.0163
2026-02-03;20260203-R4C7;2;-0.98193;0;0.04985
2026-02-03;20260203-R4C7;3;5.5852;0;0.18833
2026-02-03;20260203-R4C7;4;-4.49024;0;0.01304
2026-02-03;20260203-R4C7;5;9.19984;0;0.47083
2026-02-03;20260203-R4C7;6;-2.31;0;0.10865
2026-02-03;20260203-R4C7;7;-1.89485;0;0.0223
2026-02-03;20260203-R4C7;8;1.41355;1;0.07704
2026-02-03;20260203-R4C7;9;-5.44433;0;0.01513
2026-02-03;20260203-R4C7;10;-1.16718;0;0.03852
2026-02-03;20260203-R4C8;1;0.3922;0;0.15748
